id	context	predictions	aggregatedPredictions	category
442	The city and state governments have allowed public fear of AIDS to stimulate criticism of the homosexual community, City Councilwoman Ruth W. Messinger charged last night.	[[0.217,0.57,0.175,0.027,0.011]]	[0.217,0.57,0.175,0.027,0.011]	negative
443	A comedy about a Manhattan couple (yes, yuppies) at the frantic juncture of parenthood, ''Little Footsteps'' has jokes for those who have had babies and for those who are childless, Jewish jokes and Wasp jokes, mother-in-law jokes and homosexual jokes, stand-up shtick and physical gags -not to mention a few sermonettes and tears.	[[0.318,0.495,0.15,0.019,0.018]]	[0.318,0.495,0.15,0.019,0.018]	negative
444	The National Security Agency, whose secret and sensitive operations involve code-breaking and monitoring of worldwide communications, has decided to permit a homosexual employee to keep his job and retain security clearances that give him access to highly classified material.	[[0.268,0.588,0.113,0.014,0.016]]	[0.268,0.588,0.113,0.014,0.016]	negative
445	LEAD: Male homosexuals who have had genital ulcers from syphilis and herpes are much more likely to become infected with the AIDS virus than men with similar sexual histories who have not had such ulcers, according to a new study.	[[0.203,0.581,0.182,0.02,0.014]]	[0.203,0.581,0.182,0.02,0.014]	negative
446	Among both men and women who are homosexual, for example, heterosexual sex ranks as the third most common sexual fantasy.	[[0.052,0.175,0.12,0.518,0.135]]	[0.052,0.175,0.12,0.518,0.135]	positive
447	"Hate the sin and tolerate the sinner" best expresses the Roman Catholic Church's attitude toward homosexuals.	[[0.132,0.412,0.308,0.131,0.018]]	[0.132,0.412,0.308,0.131,0.018]	negative
448	According to aides, Mr. Kohl was furious that Mr. W"orner had received Alexander Ziegler, a Swiss actor and onetime editor of a homosexual magazine, in an attempt to confirm military intelligence reports that General Kiessling had frequented homosexual bars in Cologne.	[[0.134,0.641,0.188,0.029,0.009]]	[0.134,0.641,0.188,0.029,0.009]	negative
449	To the Editor: It is supremely ironic that Chief Justice Burger should cite ''Homosexuality in the Western Christian Tradition,'' by Derrick Sherwin Bailey, in his concurrence with the Supreme Court's decision that the Constitution does not protect homosexual relations between consenting adults (news story June 30).	[[0.148,0.614,0.203,0.025,0.011]]	[0.148,0.614,0.203,0.025,0.011]	negative
450	Representative Gerry E. Studds was greeted by an estimated 10,000 applauding voters today when he returned to his district for the first time since his censure by the House for having had a homosexual affair with a House page.	[[0.182,0.627,0.154,0.022,0.015]]	[0.182,0.627,0.154,0.022,0.015]	negative
451	In 1983, a year after winning a seat on the City Council, Robert Gentry acknowledged his homosexuality.	[[0.027,0.134,0.217,0.551,0.07]]	[0.027,0.134,0.217,0.551,0.07]	positive
452	LEAD: The United States Postal Service has approved a special cancellation to commemorate an anti-police riot in Greenwich Village by patrons of a bar catering to homosexuals, the Gay and Lesbian Alliance Against Defamation Inc. announced yesterday.	[[0.153,0.557,0.245,0.03,0.015]]	[0.153,0.557,0.245,0.03,0.015]	negative
453	Mr. Sloane'' - his first name is never given - is a lower-class young Cockney who lives with a middle-age landlady and her homosexual brother, both desperately lonely souls who viciously compete for Mr. Sloane's affections.	[[0.039,0.356,0.532,0.066,0.007]]	[0.039,0.356,0.532,0.066,0.007]	neutral
454	A state court temporarily barred the City Board of Estimate yesterday from requiring agencies doing business with the city to agree not to discriminate against homosexuals in hiring.	[[0.055,0.472,0.416,0.048,0.009]]	[0.055,0.472,0.416,0.048,0.009]	negative
455	The school, which began classes in April in a Greenwich Village church, is named the Harvey Milk School, for the homosexual activist and San Francisco city supervisor who was shot to death in 1978.	[[0.172,0.662,0.149,0.009,0.007]]	[0.172,0.662,0.149,0.009,0.007]	negative
456	LEAD: AFTER becoming the first state to adopt a law banning homosexuals as foster or adoptive parents, New Hampshire began to question parents in its child-care program on their sexual orientation.	[[0.137,0.564,0.209,0.06,0.03]]	[0.137,0.564,0.209,0.06,0.03]	negative
457	As members of the American Bar Association held a dinner inside, hundreds of protesters gathered last night on the plaza of Lincoln Center to protest the recent Supreme Court ruling that Constitutional guarantees to privacy do not protect homosexual sex.	[[0.128,0.683,0.167,0.017,0.005]]	[0.128,0.683,0.167,0.017,0.005]	negative
458	A Federal appeals court said yesterday that up to 25 members of a homosexual-rights group could demonstrate on the sidewalk in front of St. Patrick's Cathedral for 30 minutes during the annual Gay Pride Parade tomorrow.	[[0.032,0.116,0.18,0.551,0.122]]	[0.032,0.116,0.18,0.551,0.122]	positive
459	(The church's position is that the condition of homosexuality is not sinful, that only homosexual acts are.)	[[0.101,0.525,0.29,0.062,0.021]]	[0.101,0.525,0.29,0.062,0.021]	negative
460	Too tiny to have its own building, the nondenominational church, which reaches primarily into Syracuse's homosexual community for parishioners, has held services since last October at the 108-year-old, gray, stone Grace Episcopal Church.	[[0.243,0.638,0.073,0.027,0.019]]	[0.243,0.638,0.073,0.027,0.019]	negative
461	LEAD: ''I'm not a very good homosexual - I can't keep house, decorate, cook or dress,'' said Randy Shilts, explaining why he did not want to meet at his messy apartment.	[[0.221,0.565,0.17,0.027,0.016]]	[0.221,0.565,0.17,0.027,0.016]	negative
462	(''Partners'' also stars John Hurt and Ryan O'Neal as policemen who pose as lovers in order to infiltrate the homosexual community and solve a plague of murders.)	[[0.029,0.099,0.257,0.497,0.119]]	[0.029,0.099,0.257,0.497,0.119]	positive
463	In what appeared to be a clear allusion to the AIDS epidemic, the Vatican said today that ''advocates'' of homosexual rights seem undeterred by the realization that ''homosexuality may seriously threaten the lives and well-being of a large number of people.''	[[0.07,0.546,0.3,0.072,0.012]]	[0.07,0.546,0.3,0.072,0.012]	negative
464	Dr. Philippe Even of the Laennec Hospital in Paris said the patient, a 38-year-old French male homosexual, died Saturday.	[[0.058,0.311,0.324,0.261,0.046]]	[0.058,0.311,0.324,0.261,0.046]	neutral
465	And homosexual men speak of great confusion over how to adjust their health habits to avoid the disease, which remains largely mysterious in its symptoms and causes.	[[0.059,0.438,0.335,0.15,0.018]]	[0.059,0.438,0.335,0.15,0.018]	negative
466	A biography of Francis Cardinal Spellman, which in its early stages had asserted that the late Roman Catholic Archbishop of New York was a homosexual whose sex life ''was a source of profound embarrassment and shame to many priests,'' will be published Oct. 31 without that assertion.	[[0.256,0.58,0.125,0.019,0.019]]	[0.256,0.58,0.125,0.019,0.019]	negative
467	With hundreds of protesters waving banners and shouting slogans outside City Hall, Mayor Koch yesterday signed into law the homosexual rights bill.	[[0.205,0.602,0.167,0.016,0.01]]	[0.205,0.602,0.167,0.016,0.01]	negative
468	The candlelight march down city sidewalks, with marchers stretching at least half a mile, also was intended to draw attention to what homosexual leaders say is increased violence against homosexuals, women, members of ethnic minority groups and elderly residents of San Francisco by gangs of hoodlums.	[[0.455,0.454,0.074,0.004,0.011]]	[0.455,0.454,0.074,0.004,0.011]	very negative
469	The persistence of a serious disease whose victims are primarily homosexual men has touched off anxiety among homosexuals in New York City, where nearly half of the nation's cases have been reported.	[[0.063,0.254,0.267,0.336,0.081]]	[0.063,0.254,0.267,0.336,0.081]	positive
470	About 300 homosexuals marched from Greenwich Village to the United Nations yesterday to call attention to the situation of what organizers called the ''invisible minority, oppressed in every country of the world.''	[[0.108,0.632,0.224,0.025,0.011]]	[0.108,0.632,0.224,0.025,0.011]	negative
471	LEAD: The faculty of the University of Wisconsin at Madison has recommended that the Board of Regents sever contracts with the Reserve Officers Training Corps by May 1993 if the programs do not change their policies regarding homosexuals.	[[0.141,0.562,0.256,0.027,0.013]]	[0.141,0.562,0.256,0.027,0.013]	negative
472	They do show pretty convincingly that this is not occurring as a random event among homosexual men.''	[[0.037,0.346,0.581,0.03,0.006]]	[0.037,0.346,0.581,0.03,0.006]	neutral
473	Mr. Stevenson has placed his story in Albany, where Donald Strachey is the only homosexual private eye in the area.	[[0.109,0.571,0.26,0.047,0.014]]	[0.109,0.571,0.26,0.047,0.014]	negative
474	WHEN EMPLOYMENT HINGES ON KEEPING THE FAITH To the Editor: James Guide's July 16 letter (''Hiring Homosexuals: An Issue in Need of Proper Definitions'') raises some disturbing questions about the relationship of church and state and the deployment of public funds by religious agencies.	[[0.323,0.507,0.15,0.008,0.013]]	[0.323,0.507,0.15,0.008,0.013]	negative
475	A beautiful young boy, 16, a homosexual hustler, is found dead on the West Side docks from an overdose of heroin.	[[0.02,0.055,0.157,0.588,0.179]]	[0.02,0.055,0.157,0.588,0.179]	positive
476	New York State's new policy on AIDS was as much a political decision as a scientific one, intended in part to create the impression that Governor Cuomo had taken a tough but medically sound approach to one of most delicate and least approachable issues of our time, in the view of many public officials and homosexual activists.	[[0.15,0.638,0.172,0.029,0.011]]	[0.15,0.638,0.172,0.029,0.011]	negative
477	The film was ''La Cage aux Folles,'' the much-loved French farce about an aging homosexual couple.	[[0.081,0.631,0.262,0.021,0.005]]	[0.081,0.631,0.262,0.021,0.005]	negative
478	LEAD: IN ''The Lisbon Traviata,'' now running Off Broadway, a flamboyant homosexual is desperate to get his hands on a pirated recording of the Verdi opera that Maria Callas sang in Portugal in 1958.	[[0.241,0.59,0.144,0.013,0.012]]	[0.241,0.59,0.144,0.013,0.012]	negative
479	A major new study of homosexual men and women by the Kinsey Institute for Sex Research has found little or no support for most of the traditional theories about the origins of homosexuality.	[[0.046,0.211,0.274,0.391,0.078]]	[0.046,0.211,0.274,0.391,0.078]	positive
480	The verdict concluded an emotional monthlong trial in State Supreme Court in Manhattan that featured testimony by the model, Marla Hanson, 25 years old, and by the defendant, Steven Roth, 28, who claimed that the slashing was staged by a jealous homosexual lover with whom he had broken up earlier that day.	[[0.295,0.575,0.108,0.012,0.01]]	[0.295,0.575,0.108,0.012,0.01]	negative
481	This is the flimsy plot line of ''Mad Max,'' which opens today at the Embassy 5, but it provides an adequate framework for some vivid chase-and-crash sequences across the unpopulated outback and a heavy dose of sadism with obvious homosexual overtones.	[[0.136,0.472,0.289,0.073,0.029]]	[0.136,0.472,0.289,0.073,0.029]	negative
482	We refer to the House's 281-124 vote on June 18 to bar the Legal Services Corporation from pressing cases in which homosexuality is an issue.	[[0.079,0.524,0.284,0.093,0.02]]	[0.079,0.524,0.284,0.093,0.02]	negative
483	Ready or not, Des Moines, like a number of other cities and towns coast to coast, is beginning to feel the effects of a rapidly maturing effort by homosexuals to use the political system to create space and respect for themselves in American society.	[[0.121,0.613,0.222,0.034,0.009]]	[0.121,0.613,0.222,0.034,0.009]	negative
484	Before the final vote late this afternoon, the House amended the bill reported by the Judiciary Committee to tighten existing restrictions on the representation of illegal aliens and homosexuals.	[[0.075,0.682,0.214,0.025,0.004]]	[0.075,0.682,0.214,0.025,0.004]	negative
485	New York State's highest court ruled yesterday that Mayor Koch does not have the power to ban job discrimination against homosexuals by social-service agencies, including religious organizations, that do business with the city.	[[0.131,0.548,0.237,0.066,0.017]]	[0.131,0.548,0.237,0.066,0.017]	negative
486	Officials last night padlocked the men's room of the city's railroad station on the outskirts of the downtown business district, declaring they had been unable to stop alleged homosexual activity there despite police efforts that began last May.	[[0.157,0.584,0.216,0.029,0.014]]	[0.157,0.584,0.216,0.029,0.014]	negative
487	To the Editor: I suggest that those who deny a connection between pornography and rape and, in general, violence against women (or even against men, as in forced homosexual activities) or moral corruption of society should study the Swedish experience.	[[0.142,0.659,0.17,0.02,0.009]]	[0.142,0.659,0.17,0.02,0.009]	negative
488	A comedy about a manipulative mother and her homosexual son.	[[0.006,0.034,0.381,0.556,0.024]]	[0.006,0.034,0.381,0.556,0.024]	positive
489	Nina, an aspiring psychologist, becomes pregnant and asks George, her homosexual roommate, to help her raise the child.	[[0.193,0.495,0.142,0.101,0.07]]	[0.193,0.495,0.142,0.101,0.07]	negative
490	The House investigation got off to a sensational start earlier this year when a former Congressional page, Leroy Williams of Little Rock, Ark., told the Federal Bureau of Investigation that some senators and representatives had engaged in homosexual acts with pages.	[[0.114,0.534,0.272,0.061,0.02]]	[0.114,0.534,0.272,0.061,0.02]	negative
491	The Council passed an ordinance earlier this month to protect homosexuals against discrimination in employment, housing, credit and access to public accommodations.	[[0.129,0.685,0.163,0.015,0.008]]	[0.129,0.685,0.163,0.015,0.008]	negative
492	The issue was not steps toward uniting any of the churches federated in the council, but rather an application for membership submitted by a group of homosexual churches.	[[0.153,0.667,0.148,0.023,0.009]]	[0.153,0.667,0.148,0.023,0.009]	negative
493	Although no one has suffered the full consequences of the sections on homosexuality in the Offenses Against the Person Act, some pople have been convicted under them.	[[0.116,0.572,0.256,0.046,0.01]]	[0.116,0.572,0.256,0.046,0.01]	negative
494	Mr. Gray said, ''The regulations under Executive Order 50 do not require that homosexuals be actively recruited for job openings.''	[[0.08,0.666,0.234,0.016,0.004]]	[0.08,0.666,0.234,0.016,0.004]	negative
495	LEAD: The sentencing of five men for an attack on two men who they believed were homosexuals ended in a raucous outburst yesterday in a Manhattan court.	[[0.141,0.584,0.227,0.033,0.015]]	[0.141,0.584,0.227,0.033,0.015]	negative
496	More than 65 percent of Utah's 1.6 million residents are Mormons, members of the Church of Jesus Christ of Latter-day Saints, a fast-growing religious organization whose doctrines rank homosexuality, adultery and fornication next to murder in grievousness among major sins.	[[0.394,0.49,0.097,0.009,0.011]]	[0.394,0.49,0.097,0.009,0.011]	negative
497	LEAD: Nancy Pelosi, a former state Democratic Party chairman, led Supervisor Harry Britt, a leader among homosexuals here, as votes were counted tonight in a special election to fill the unexpired term of the late Representative Sala Burton.	[[0.314,0.462,0.194,0.019,0.012]]	[0.314,0.462,0.194,0.019,0.012]	negative
498	Rick Garcia, the education coordinator for the coalition, said the Archbishop, in the decision, appeared to be backing away from a 1978 statement giving strong support to civil rights for homosexuals.	[[0.277,0.566,0.115,0.02,0.022]]	[0.277,0.566,0.115,0.02,0.022]	negative
499	Lord Wolfenden, an educator and social reformer, became a household name in Britain as a result of his chairmanship of a Government committee from 1954 to 1957 that investigated male homosexuality and female prostitution.	[[0.341,0.501,0.118,0.019,0.021]]	[0.341,0.501,0.118,0.019,0.021]	negative
500	Doctors treating homosexuals say they are being flooded with telephone calls from old and new patients with minor complaints.	[[0.098,0.542,0.26,0.076,0.024]]	[0.098,0.542,0.26,0.076,0.024]	negative
501	After weeks of preparation, representatives of this city's large and politically active homosexual community last night greeted 25 Cuban refugees who have identified themselves as homosexuals and who will take up residence in the San Francisco area.	[[0.112,0.676,0.163,0.037,0.012]]	[0.112,0.676,0.163,0.037,0.012]	negative
502	LEAD: ROBERT CHESLEY'S two-character drama, ''Jerker, or the Helping Hand,'' is a cry of anguished solidarity from the heart of San Francisco's homosexual world, a segment of society where the AIDS epidemic has taken an especially devastating toll.	[[0.394,0.428,0.16,0.007,0.011]]	[0.394,0.428,0.16,0.007,0.011]	negative
503	One item juxtaposes two black poets - the words of Mr. Hughes and June Jordan interleaved in the singing of Kurt Ollmann, a baritone, and Lucille Beer, mezzo-soprano; there is a hilariously biting account of marital oppression from Miss Stein sung by a trio of female voices; and there is also a quiet 19th-century allusion to homosexual love by Walt Whitman (the bass soloist is Chester Ludgin).	[[0.146,0.318,0.197,0.207,0.132]]	[0.146,0.318,0.197,0.207,0.132]	negative
504	A professor who gave course credit for homosexual and extramarital sex and admitted being ''romantically involved'' with students has resigned without explanation, a university spokesman says.	[[0.115,0.651,0.172,0.046,0.016]]	[0.115,0.651,0.172,0.046,0.016]	negative
505	The 23-year-old busboy, Philip Bruce Cline, told the police that a lighted marijuana cigarette that he was holding pressed against the drapes while he was engaged in a homosexual act with a man he identified only as ''Joe,'' accidentally starting the fire.	[[0.285,0.546,0.137,0.015,0.017]]	[0.285,0.546,0.137,0.015,0.017]	negative
506	Some professionals, primarily classical psychoanalysts, insist that homosexuality is inherently abnormal; others more sociologically oriented maintain it is a normal variant of human sexual behavior.	[[0.22,0.385,0.1,0.141,0.154]]	[0.22,0.385,0.1,0.141,0.154]	negative
507	The lawyers traded the charges during a sometimes heated meeting at State Supreme Court in Manhattan to discuss the church's two-month-old request that it not be forced to abide by a city policy barring job discrimination against homosexuals.	[[0.127,0.687,0.149,0.027,0.01]]	[0.127,0.687,0.149,0.027,0.01]	negative
508	The Supreme Court ruling this week that upheld sodomy laws has generated anger and demonstrations in New York City's homosexual community.	[[0.183,0.668,0.126,0.013,0.01]]	[0.183,0.668,0.126,0.013,0.01]	negative
509	Three teen-age boys who killed a 23-year-old homosexual by throwing him off a bridge because they said he propositioned one of them were sentenced today to indeterminate terms at the Maine Youth Center.	[[0.095,0.614,0.263,0.021,0.007]]	[0.095,0.614,0.263,0.021,0.007]	negative
510	A sign offensive to homosexuals that has hung behind the bar of the popular Barney's Beanery restaurant for a half century was taken down Tuesday, a victory for officials of the newly incorporated, predominantly homosexual community.	[[0.462,0.43,0.082,0.009,0.017]]	[0.462,0.43,0.082,0.009,0.017]	very negative
511	Homosexual-rights activists immediately said they would campaign against Mr. Glenn and picket his public appearances across the country.	[[0.106,0.598,0.245,0.037,0.014]]	[0.106,0.598,0.245,0.037,0.014]	negative
512	Homosexual politicians held a national meeting this weekend to discuss establishing their own political platform.	[[0.069,0.239,0.202,0.37,0.12]]	[0.069,0.239,0.202,0.37,0.12]	positive
513	The Cardinal said he thought that a joint statement was needed to avoid confusing Catholics about what their bishops felt about homosexual rights.	[[0.047,0.324,0.432,0.171,0.026]]	[0.047,0.324,0.432,0.171,0.026]	neutral
514	Mayor Koch, hoping to calm continuing opposition to the homosexual rights bill the City Council approved Thursday, will seek two amendments to clarify what the measure can and cannot do.	[[0.26,0.625,0.089,0.012,0.013]]	[0.26,0.625,0.089,0.012,0.013]	negative
515	Robert E. Bauman, a former Congressman who is now a homosexual rights activist, has written a book about his political career. ''	[[0.103,0.402,0.24,0.185,0.069]]	[0.103,0.402,0.24,0.185,0.069]	negative
516	To Dr. Hotze's adversary, Robb Southerland, it is a different question, one of human rights: Should Austin disgrace itself by becoming the first city in the country to legalize discrimination by landlords against tenants who are homosexuals?	[[0.283,0.648,0.059,0.004,0.006]]	[0.283,0.648,0.059,0.004,0.006]	negative
517	His adoption of the boy, Kevin, who has taken Mr. Frater's name, is believed by some social service and homosexual organizations to represent the first legal adoption by an acknowledged homosexual.	[[0.245,0.492,0.126,0.075,0.062]]	[0.245,0.492,0.126,0.075,0.062]	negative
518	A group of Republican political activists, most of whom secretly lead homosexual lives, have begun organizing to counter what they say is the dominant influence of the party's conservative wing on the issue of homosexual rights.	[[0.191,0.668,0.11,0.017,0.013]]	[0.191,0.668,0.11,0.017,0.013]	negative
519	It is a complex as well as a controversial issue, involving the nature of homosexuality, society's changing attitudes toward sex, and theological distinctions between homosexual inclinations and acts.	[[0.06,0.041,0.061,0.3,0.538]]	[0.06,0.041,0.061,0.3,0.538]	very positive
520	Cost Put at $2 Million The Episcopal church has a congregation of 300, but its activities involve many more local residents, including schoolchildren, feminists, alcoholics, homosexuals and the elderly.	[[0.147,0.471,0.213,0.112,0.057]]	[0.147,0.471,0.213,0.112,0.057]	negative
521	Yesterday, tens of thousands marched in Washington in the 20th Anniversary Mobilization for Jobs, Peace and Freedom, in memory of Dr. Martin Luther King Jr.'s dream of a future day of harmony, and in support of a nuclear freeze resolution, passage of the equal rights amendment, opposition to loans to South Africa, homosexual rights and more.	[[0.232,0.56,0.183,0.014,0.01]]	[0.232,0.56,0.183,0.014,0.01]	negative
522	As New York seeks to slow the spread of AIDS, elected officials here and in Los Angeles are considering actions to close or strictly regulate bathhouses and other facilities catering to homosexuals that permit sexual activities linked to the disease.	[[0.136,0.619,0.215,0.023,0.007]]	[0.136,0.619,0.215,0.023,0.007]	negative
523	A newly developed hepatitis vaccine is effective for up to five years against a type of hepatitis that annually afflicts 200,000 Americans, mainly hospital employees, homosexual men and drug addicts, a doctor reported today.	[[0.133,0.431,0.17,0.181,0.084]]	[0.133,0.431,0.17,0.181,0.084]	negative
524	State Superior Court Judge Stephen M. Lachs, who is homosexual, and Van Nuys Municipal Court Judge Rand Schrader, asked Judge Hauk to retract or resign.	[[0.476,0.459,0.055,0.003,0.007]]	[0.476,0.459,0.055,0.003,0.007]	very negative
525	The vote came after an emotional debate in which some members condemned homosexuality as ''a crime against nature'' and others said homosexuals were entitled to ''equal protection of the laws,'' just as blacks, women and other groups that are the victims of discrimination.	[[0.046,0.415,0.462,0.067,0.01]]	[0.046,0.415,0.462,0.067,0.01]	neutral
526	A MAJOR inquiry into the origins of homosexual or heterosexual preference must inevitably be received as more than a scientific venture.	[[0.065,0.295,0.235,0.328,0.078]]	[0.065,0.295,0.235,0.328,0.078]	positive
527	She placed him with them to hide him from his father, Frank, a Californian who is a homosexual.	[[0.025,0.151,0.588,0.208,0.027]]	[0.025,0.151,0.588,0.208,0.027]	neutral
528	SAN FRANCISCO, Nov. 26--Alarmed by a series of assaults on homosexuals, Mayor Dianne M. Feinstein has ordered a team of plainclothes policemen to act as decoys in this city's heavily homosexual Castro district in an attempt to thwart attacks by teen-age gangs, primarily Hispanic Americans apparently angered by homosexuals moving into their neighborhood.	[[0.477,0.393,0.106,0.009,0.015]]	[0.477,0.393,0.106,0.009,0.015]	very negative
529	As the epidemic of acquired immune deficiency syndrome sweeps through the homosexual population in large urban centers, millions of mostly young Americans find themselves living in dread that at any moment they will become a victim.	[[0.179,0.599,0.196,0.018,0.009]]	[0.179,0.599,0.196,0.018,0.009]	negative
530	He earns part of his living as a homosexual prostitute, regularly draws strangers, usually women, into his fantasies, and has in mind, as regards Julia Ferndale, lifting her money and intimidating her into underwriting a new life for him somewhere -anywhere - in Europe.	[[0.029,0.111,0.124,0.534,0.202]]	[0.029,0.111,0.124,0.534,0.202]	positive
531	Some people had believed that prisons would be a breeding ground for AIDS because many inmates have been intravenous drug users and some have had homosexual contacts in prison.	[[0.151,0.601,0.229,0.013,0.006]]	[0.151,0.601,0.229,0.013,0.006]	negative
532	A special municipal health office was established yesterday to try to identify the cause of a rare new disease that has affected 520 New York City residents, most of them male homosexuals.	[[0.049,0.335,0.397,0.192,0.026]]	[0.049,0.335,0.397,0.192,0.026]	neutral
533	The other would explain that the bill does not require or permit establishing affirmative action goals or timetables for hiring homosexuals. ''	[[0.064,0.568,0.344,0.019,0.004]]	[0.064,0.568,0.344,0.019,0.004]	negative
534	LEAD: On paper, Representative Barney Frank's decision to go public about his homosexuality ought to have been relatively painless.	[[0.097,0.495,0.345,0.047,0.017]]	[0.097,0.495,0.345,0.047,0.017]	negative
535	A group of American writers left Moscow today after talks with Soviet authors that touched on the role of homosexuality in literature and other subjects normally considered taboo in the Soviet Union.	[[0.12,0.725,0.129,0.02,0.007]]	[0.12,0.725,0.129,0.02,0.007]	negative
536	The correct estimate of the homosexual population is 8 to 10 million.	[[0.049,0.343,0.403,0.181,0.023]]	[0.049,0.343,0.403,0.181,0.023]	neutral
537	Beyond the normal fear of a terrifying disease, there lurks the specter of sexuality, and even of that most awful kind, homosexuality.	[[0.186,0.567,0.195,0.036,0.015]]	[0.186,0.567,0.195,0.036,0.015]	negative
538	The council's 260-member governing board made it clear that it would not approve the application of the Universal Fellowship of Metropolitan Community Churches, a 27,000-member denomination formed largely of homosexual Christians.	[[0.166,0.587,0.173,0.051,0.023]]	[0.166,0.587,0.173,0.051,0.023]	negative
539	The principle in Laspino would seem to be precisely the one at stake in homosexual marriages.	[[0.088,0.611,0.229,0.056,0.015]]	[0.088,0.611,0.229,0.056,0.015]	negative
540	A New York City public school for homosexual high school students has opened in Manhattan.	[[0.004,0.016,0.381,0.563,0.036]]	[0.004,0.016,0.381,0.563,0.036]	positive
541	One arm of the Justice Department, the Office of Legal Counsel, has just informed another, the Immigration and Naturalization Service, that the law barring homosexual aliens from the United States must be enforced.	[[0.528,0.365,0.083,0.008,0.016]]	[0.528,0.365,0.083,0.008,0.016]	very negative
542	Its chapters concern, for example, the arts (particularly movies and ballet) and homosexuality; aspects of friendship between male homosexuals and ''straight'' women, as well as lesbians; sexual politics; prison; bar life; transvestism and transsexualism; sadomasochism; old age and homosexuality; and a great deal more.	[[0.005,0.005,0.063,0.387,0.54]]	[0.005,0.005,0.063,0.387,0.54]	very positive
543	In reality it's an unintentionally funny, lyrical, homosexual romance about an all-too-convincingly amateur New York film maker, a man in his mid-30's, and the 14-year-old boy who steals his heart.	[[0.015,0.043,0.075,0.74,0.126]]	[0.015,0.043,0.075,0.74,0.126]	positive
544	In the last few months, I have been asked to appear on a number of television and radio programs around the country to discuss the constitutional rights of homosexuals.	[[0.121,0.729,0.106,0.036,0.008]]	[0.121,0.729,0.106,0.036,0.008]	negative
545	A drive by homosexual students at Harvard University to hold a campus forum about Navy hiring practices threatens the university with the loss of $3 million in Defense Department funds, a university official said today.	[[0.12,0.592,0.234,0.043,0.011]]	[0.12,0.592,0.234,0.043,0.011]	negative
546	LEAD: The town crier here stands to lose his job over accusations that he told a tourist that homosexuals and the devil had taken over a local church.	[[0.104,0.487,0.33,0.059,0.02]]	[0.104,0.487,0.33,0.059,0.02]	negative
547	A judge has denied a motion to have three juveniles tried as adults in connection with the drowning of a 23-year-old man who was a homosexual.	[[0.115,0.56,0.236,0.069,0.019]]	[0.115,0.56,0.236,0.069,0.019]	negative
548	The group, formed to deal with homosexual issues, issued a report calling for the open acceptance of homosexuals as members of the Church and as teachers, as well as to expand education and promote Catholic acceptance of homosexuality into every aspect of church life.	[[0.184,0.534,0.18,0.066,0.036]]	[0.184,0.534,0.18,0.066,0.036]	negative
549	The Massachusetts House of Representatives rejected a homosexual rights bill today after three and a half hours of debate over civil rights, concern about AIDS and the endorsement of a homosexual style of life.	[[0.231,0.618,0.134,0.01,0.008]]	[0.231,0.618,0.134,0.01,0.008]	negative
550	The two men who were slain were gunned down with four of the wounded outside a bar on West Street that the police described as a popular meeting place of homosexuals.	[[0.089,0.645,0.22,0.037,0.009]]	[0.089,0.645,0.22,0.037,0.009]	negative
551	A NEW JERSEY man who says he is homosexual, in his late 30's and ''been around'' writes that his No. 1 health concern is AIDS. ''	[[0.12,0.565,0.286,0.02,0.01]]	[0.12,0.565,0.286,0.02,0.01]	negative
552	The City Council today rejected a proposed homosexual rights ordinance after strong opposition to the measure was voiced by the Roman Catholic Church.	[[0.186,0.604,0.124,0.056,0.031]]	[0.186,0.604,0.124,0.056,0.031]	negative
553	He was told in March that his authorization to teach theology at the Catholic University of America in Washington was in jeopardy because of his dissident views on birth control, divorce and homosexuality.	[[0.102,0.666,0.181,0.041,0.011]]	[0.102,0.666,0.181,0.041,0.011]	negative
554	But the Public Health Council has overstepped its bounds by making the amendment excessively restrictive and by violating the constitutional rights of homosexual men and bathhouse owners.	[[0.138,0.697,0.145,0.013,0.006]]	[0.138,0.697,0.145,0.013,0.006]	negative
555	A judge gave a stern rebuke and a $3,000 civil contempt fine Friday to Betty Lou Batey, who said she was following her fundamentalist Christian beliefs in taking her son from his homosexual father, who had legal custody at the time. ''	[[0.186,0.564,0.235,0.01,0.005]]	[0.186,0.564,0.235,0.01,0.005]	negative
556	She maintains a liaison blanche with Jasper, whose interests are resolutely homosexual.	[[0.114,0.32,0.221,0.246,0.099]]	[0.114,0.32,0.221,0.246,0.099]	negative
557	Mr. De Shields will play one of seven homosexual black men dealing with their hopes and struggles.	[[0.018,0.129,0.649,0.187,0.017]]	[0.018,0.129,0.649,0.187,0.017]	neutral
558	The proposal, offered by the Board of Supervisors' only member who has declared that he is homosexual, will come up for final passage Monday.	[[0.181,0.463,0.141,0.131,0.083]]	[0.181,0.463,0.141,0.131,0.083]	negative
559	A homosexual running group, hiking group and softball team also marched, as did homosexual alumni from Harvard, Yale, Cornell and other colleges.	[[0.147,0.62,0.215,0.012,0.006]]	[0.147,0.62,0.215,0.012,0.006]	negative
560	The fatal disease is transmitted by a virus through sexual contacts or exchanges of blood that, in the United States, has principally affected homosexual males and intravenous drug abusers.	[[0.435,0.405,0.136,0.011,0.014]]	[0.435,0.405,0.136,0.011,0.014]	very negative
561	Dartmouth College has decided not to pursue disciplinary action against a student reporter who secretly tape-recorded a meeting of a homosexual students' group and published excerpts of it last spring.	[[0.075,0.42,0.337,0.133,0.035]]	[0.075,0.42,0.337,0.133,0.035]	negative
