id	context	predictions	aggregatedPredictions	category
2329	In the race for New York Attorney General, Dennis C. Vacco accused his Democratic opponent, Karen Burstein, a lesbian, of promoting a gay "agenda."	[[0.167,0.718,0.099,0.012,0.005]]	[0.167,0.718,0.099,0.012,0.005]	negative
2330	The Advocate has a clear policy against outing except in the rare instance that a gay man or lesbian in a position of significant power promotes homophobic policies or actions while remaining hypocritically closeted.	[[0.104,0.549,0.259,0.068,0.02]]	[0.104,0.549,0.259,0.068,0.02]	negative
2331	Now, in her first official role as a representative of gays and lesbians, she has come to Washington to lobby Congress to preserve money for AIDS programs.	[[0.087,0.56,0.319,0.026,0.008]]	[0.087,0.56,0.319,0.026,0.008]	negative
2332	To the Editor: Michael Colton's article on his sister's lesbian wedding claims he is unfamiliar with the term ''heterosexist,'' yet he unknowingly manages to write a treatise on the subject.	[[0.112,0.51,0.234,0.114,0.029]]	[0.112,0.51,0.234,0.114,0.029]	negative
2333	The Board, Staff and Volunteers of the Lesbian and Gay Community Services Center mourn the passing of our dear friend Norman White.	[[0.198,0.634,0.098,0.04,0.03]]	[0.198,0.634,0.098,0.04,0.03]	negative
2334	A former agent of the Federal Bureau of Investigation was sentenced today to 23 years in prison for trying to kill his estranged wife, whom he accused of deserting him for a lesbian relationship with the crime novelist Patricia Cornwell.	[[0.221,0.609,0.138,0.021,0.011]]	[0.221,0.609,0.138,0.021,0.011]	negative
2335	It was the script for the heavily anticipated and highly publicized April 30 episode in which the sitcom's lead character, Ellen Morgan, announces she is a lesbian. ''	[[0.118,0.489,0.364,0.021,0.008]]	[0.118,0.489,0.364,0.021,0.008]	negative
2336	Aides to Gov. William F. Weld say he will soon sign into law a bill that passed the State Senate here after an extraordinary lobbying campaign by hundreds of high school students -- gay and lesbian, as well as heterosexual.	[[0.132,0.61,0.206,0.036,0.016]]	[0.132,0.61,0.206,0.036,0.016]	negative
2337	'Home Is Where the Heart Is: Our Family Values' White Columns 154 Christopher Street West Village Through July 12 This show has been organized by Cassandra Langer, an art historian who is also vice president of United for the Freedom to Marry, an advocacy group for the legalizing of gay and lesbian marriages, and it has, as they say, an agenda.	[[0.143,0.48,0.202,0.122,0.053]]	[0.143,0.48,0.202,0.122,0.053]	negative
2338	AFTER hundreds of demonstrators heckled some 800 lesbian passengers who arrived in Nassau, the Bahamas, last month aboard Premier Cruises's Seabreeze, a headline in Cruise Week, a trade publication, asked, ''Homophobic Protests on Rise in Ports?''	[[0.386,0.473,0.127,0.005,0.009]]	[0.386,0.473,0.127,0.005,0.009]	negative
2339	The Organizers have given the Gays and Lesbians Society of Zimbabwe permission to exhibit literature, mostly on AIDS, at the weeklong fair starting July 29.	[[0.142,0.635,0.187,0.025,0.01]]	[0.142,0.635,0.187,0.025,0.01]	negative
2340	The first to arrive is Garcin, a journalist; he is followed by Inez, a lesbian who is not happy to find herself alone forever with a man, and then by Estelle, an attractive socialite.	[[0.222,0.574,0.161,0.024,0.019]]	[0.222,0.574,0.161,0.024,0.019]	negative
2341	The immediate impact of the surprise ruling was to nullify the hiring of a lesbian as a co-pastor of a church in Rochester, N.Y.	[[0.059,0.509,0.327,0.092,0.014]]	[0.059,0.509,0.327,0.092,0.014]	negative
2342	Since then, there have been five other anti-gay incidents in the neighborhood, according to the Gay and Lesbian Anti-Violence Project.	[[0.063,0.575,0.343,0.015,0.004]]	[0.063,0.575,0.343,0.015,0.004]	negative
2343	If the Congressional impeachment inquiry into President Clinton's sex life accomplishes nothing else, it afforded Pam Parsons a heartfelt opportunity to apologize for committing perjury by lying about her sex life as a lesbian. ''	[[0.194,0.59,0.164,0.034,0.017]]	[0.194,0.59,0.164,0.034,0.017]	negative
2344	The Tufts Lesbian, Gay and Bisexual Community, a group to which most gay and bisexual students belong, recently submitted a list of demands to the administration, asking the university to finance a full-time administrator for the group, to provide a residential space for gay and bisexual students, and to develop gay studies courses, of which there are now none.	[[0.782,0.171,0.034,0.002,0.011]]	[0.782,0.171,0.034,0.002,0.011]	very negative
2345	The last six months have been exhilarating and frightening for lesbian and gay Americans.	[[0.024,0.079,0.193,0.602,0.101]]	[0.024,0.079,0.193,0.602,0.101]	positive
2346	AN EVENING OF LESBIAN LITERATURE, CUNY Graduate Center Auditorium, 33 West 42d Street, Manhattan.	[[0.226,0.56,0.197,0.01,0.007]]	[0.226,0.56,0.197,0.01,0.007]	negative
2347	As a lesbian with a partner living in suburbia and raising a child, now 3 years old, I have yet to experience the intolerance written about in Wolfe's article.	[[0.065,0.333,0.283,0.28,0.039]]	[0.065,0.333,0.283,0.28,0.039]	negative
2348	To the Editor: If the St. Patrick's Day parade is a religious event, as John Cardinal O'Connor maintains in sharply questioning New York City's decision to give the permit for the event to a group that will allow a gay and lesbian organization to march (news article, Jan. 11), then why is there a need for anti-English slogans carried by some of the marchers?	[[0.212,0.632,0.143,0.008,0.005]]	[0.212,0.632,0.143,0.008,0.005]	negative
2349	A1 Switches in G.O.P. cost Democrats big margin B10 A lesbian was ordained to the priesthood by an Episcopal Bishop, in an action that is certain to provoke new debate over homosexuality and the clergy.	[[0.18,0.563,0.167,0.057,0.033]]	[0.18,0.563,0.167,0.057,0.033]	negative
2350	Granted there are absurd and sinister gay men and lesbians in real life, just as there are evil heterosexuals.	[[0.233,0.531,0.203,0.021,0.012]]	[0.233,0.531,0.203,0.021,0.012]	negative
2351	But recently, Mr. Kramer, 62, the novelist and playwright, seized on a way he could get the last word in against his antagonists: he would bequeath Yale University, his alma mater, several million dollars to endow a permanent, tenured professorship in gay studies and possibly to build a gay and lesbian student center.	[[0.338,0.549,0.103,0.005,0.005]]	[0.338,0.549,0.103,0.005,0.005]	negative
2352	A member of the Police Civilian Complaint Review Board who is an important supporter of Mayor Rudolph W. Giuliani was sharply criticized yesterday by a City Councilman for a newspaper column he wrote warning that AIDS could be spread during the Gay and Lesbian Olympic Games, which are scheduled for June in the city.	[[0.141,0.576,0.2,0.058,0.025]]	[0.141,0.576,0.2,0.058,0.025]	negative
2353	Underlying the turbulent national debate over families headed by lesbians and gay men is the contentious question of whether homosexual parents create homosexual children.	[[0.073,0.397,0.258,0.219,0.052]]	[0.073,0.397,0.258,0.219,0.052]	negative
2354	Introduced a year ago as a fund-raising item at the San Francisco gay and lesbian community's annual Freedom Day Parade, the rings also come in the form of bracelets, necklaces, earrings, epaulettes, key rings, decorated caps and suspenders.	[[0.224,0.525,0.154,0.062,0.036]]	[0.224,0.525,0.154,0.062,0.036]	negative
2355	But support is higher, just over half, among those who think sexual identity cannot be changed; it is much lower, less than a third, among those who think being gay or lesbian is a choice.	[[0.222,0.554,0.072,0.1,0.052]]	[0.222,0.554,0.072,0.1,0.052]	negative
2356	Ms. Blair is to present arguments on behalf of a 29-year-old lesbian railway clerk whose partner has been denied travel concessions available to heterosexual employees' spouses.	[[0.047,0.369,0.513,0.06,0.01]]	[0.047,0.369,0.513,0.06,0.01]	neutral
2357	Everything is going his way, until the community discovers that his loving and supportive parents are lesbians.	[[0.033,0.092,0.156,0.574,0.144]]	[0.033,0.092,0.156,0.574,0.144]	positive
2358	When city officials here gave unanimous approval last year to an ordinance requiring companies that work with the municipal government to offer health and other benefits to the unmarried partners of their employees, it seemed an easy civil rights victory for San Francisco's influential gay and lesbian constituency.	[[0.136,0.577,0.238,0.037,0.011]]	[0.136,0.577,0.238,0.037,0.011]	negative
2359	To The Home Section: David Dunlap's article "Gay Parents Ease Into Suburbia" does what all of us who are "out" -- lesbians, gay men or their parents and friends -- try to do every day; that is, to "put a face on gay," to show who we are and who our families are.	[[0.201,0.597,0.184,0.011,0.007]]	[0.201,0.597,0.184,0.011,0.007]	negative
2360	What would Mr. Stein do, a listener wondered, if the predominantly gay and lesbian synagogue in the West Village that wants to march in the Salute to Israel Parade next month is denied the chance?	[[0.067,0.4,0.455,0.063,0.015]]	[0.067,0.4,0.455,0.063,0.015]	neutral
2361	But their actions revealed either a deplorable ignorance of how AIDS is spread, or a malicious determination to denigrate a group of respected officials who had been invited to the White House as a peace overture to the gay and lesbian communities.	[[0.065,0.501,0.393,0.034,0.007]]	[0.065,0.501,0.393,0.034,0.007]	negative
2362	THE APPARITIONAL LESBIAN Female Homosexuality and Modern Culture.	[[0.096,0.505,0.28,0.09,0.029]]	[0.096,0.505,0.28,0.09,0.029]	negative
2363	It is time for all Americans to recognize that the issues that face gays and lesbians in this country are not narrow, special interests, they are matters of basic human and civil rights,'' Mr. Gore told the National Gay and Lesbian Task Force at its annual awards ceremony.	[[0.138,0.581,0.219,0.045,0.018]]	[0.138,0.581,0.219,0.045,0.018]	negative
2364	A Lampoon of Lesbians On a Triple Bill Here	[[0.008,0.057,0.659,0.261,0.015]]	[0.008,0.057,0.659,0.261,0.015]	neutral
2365	Editors were named for black affairs, women's issues, third-world affairs, multicultural issues, Jewish affairs and lesbian, bisexual and gay issues.	[[0.046,0.35,0.506,0.08,0.018]]	[0.046,0.35,0.506,0.08,0.018]	neutral
2366	To the Editor: I'm one lesbian who thanks Larry Kramer for his Dec. 12 Op-Ed article.	[[0.175,0.647,0.158,0.013,0.007]]	[0.175,0.647,0.158,0.013,0.007]	negative
2367	This demonstration occurred not in a course, but at a one-time event last March that was sponsored by the student-run Brown Lesbian, Gay, Bisexual and Transgender Alliance and open to the public.	[[0.064,0.392,0.446,0.08,0.017]]	[0.064,0.392,0.446,0.08,0.017]	neutral
2368	Enlivening this are wild flights of fancy springing from Judith's imagination, as when she is seen dancing at a model-filled lesbian after-hours club, vamping catwalk style in what looks like a Bob Fosse music video.	[[0.074,0.347,0.351,0.18,0.047]]	[0.074,0.347,0.351,0.18,0.047]	neutral
2369	The ordinance, passed unanimously by the city's aldermen, drew so little attention that its adoption went unreported for two months until The Lesbian and Gay News-Telegraph, a paper based in St. Louis, carried an article about it on Dec. 3.	[[0.497,0.404,0.08,0.006,0.013]]	[0.497,0.404,0.08,0.006,0.013]	very negative
2370	In a room crowded with more than 200 of New York City's most politically alert gay and lesbian voters in Greenwich Village last week, City Council President Andrew J. Stein was confidently explaining why he would be a better mayor for them than David N. Dinkins when a slider came across the plate.	[[0.547,0.256,0.161,0.013,0.023]]	[0.547,0.256,0.161,0.013,0.023]	very negative
2371	For instance, Parents, Families and Friends of Lesbians and Gays, a national organization known as P-Flag, is introducing the second phase of a campaign aimed at discouraging violence and hate speech against homosexuals.	[[0.225,0.639,0.127,0.005,0.003]]	[0.225,0.639,0.127,0.005,0.003]	negative
2372	"I'm here to ask him to support my benefit for Hetrick-Martin," Mr. Herman said, referring to a gay and lesbian youth center in Greenwich Village.	[[0.104,0.63,0.186,0.064,0.015]]	[0.104,0.63,0.186,0.064,0.015]	negative
2373	Members of a gay and lesbian synagogue want to march in the annual Salute to Israel parade in New York City in May, but some Jewish groups have raised objections to inclusion of the synagogue.	[[0.108,0.601,0.263,0.021,0.007]]	[0.108,0.601,0.263,0.021,0.007]	negative
2374	In Denver, a judge has just made permanent an injunction against enforcing Colorado's 1992 referendum that carried the innocent title, "No protected status based on homosexual, lesbian or bisexual orientation."	[[0.111,0.709,0.156,0.019,0.006]]	[0.111,0.709,0.156,0.019,0.006]	negative
2375	Almost a year after commissioners in suburban Cobb County gained national attention by passing a resolution condemning homosexuality, a daughter of the commission's chairman announced today that she was a lesbian and called for the county to rescind the resolution.	[[0.119,0.796,0.073,0.008,0.003]]	[0.119,0.796,0.073,0.008,0.003]	negative
2376	"Family" affirms gay men and lesbians in all their diversity, while widening the reader's image of what a family can be.	[[0.099,0.531,0.202,0.138,0.031]]	[0.099,0.531,0.202,0.138,0.031]	negative
2377	Along the many strands of the sisterly network of women who have made Park Slope, Brooklyn, one of the city's premier addresses for lesbians.	[[0.034,0.181,0.442,0.298,0.044]]	[0.034,0.181,0.442,0.298,0.044]	neutral
2378	SHE is a successful stockbroker in a Midwestern city, recently turned 40, and a lesbian.	[[0.064,0.238,0.305,0.302,0.09]]	[0.064,0.238,0.305,0.302,0.09]	neutral
2379	The great vexation for lesbians and gay men in book publishing has been that their assimilation into that world in particular and into the cultural life in general has made it more difficult for their books to get published and be sold, rather than easier.	[[0.146,0.482,0.234,0.101,0.037]]	[0.146,0.482,0.234,0.101,0.037]	negative
2380	Replacing the formidable Nathan Lane, who appeared on Broadway as the screaming musical comedy queen Buzz, Mr. Alexander is, however, one of America's most emphatically self-declared non-lesbian, not-even-gay-if-you-must-know actors.	[[0.149,0.291,0.148,0.263,0.149]]	[0.149,0.291,0.148,0.263,0.149]	negative
2381	The building's manager, Helmsley-Spear Inc., said in a statement that it was in ''total agreement'' with ''leaders who seek to end the bigotry and discrimination directed against gay and lesbian New Yorkers.	[[0.155,0.61,0.186,0.033,0.016]]	[0.155,0.61,0.186,0.033,0.016]	negative
2382	An article on July 27 about a lesbian teacher in Hemet, Calif., misstated the stance the German pastor Martin Niemoller took toward the Nazis.	[[0.13,0.618,0.193,0.041,0.018]]	[0.13,0.618,0.193,0.041,0.018]	negative
2383	As the Democratic-majority Assembly passed a gay rights bill for the second year in a row, Gov. Mario M. Cuomo joined gay and lesbian groups today in turning up the pressure on the Republican-controlled Senate to follow suit.	[[0.223,0.545,0.205,0.017,0.01]]	[0.223,0.545,0.205,0.017,0.01]	negative
2384	Ventures, the division of Time Inc. that develops new magazines, is looking into the possibility of starting a publication aimed at gay and lesbian readers.	[[0.178,0.592,0.136,0.057,0.037]]	[0.178,0.592,0.136,0.057,0.037]	negative
2385	Except for the biggest prize of all, the San Francisco mayoralty, lesbian and gay politicians were able to claim victory last week in most races they had entered, as well as in a key referendum on civil rights.	[[0.096,0.594,0.239,0.054,0.017]]	[0.096,0.594,0.239,0.054,0.017]	negative
2386	Contributions in lieu of flowers may be sent to The New York City Gay and Lesbian Anti-Violence Project, 647 Hudson St, NY NY 10014.	[[0.2,0.602,0.164,0.022,0.013]]	[0.2,0.602,0.164,0.022,0.013]	negative
2387	Gay men and lesbians all over the country are looking to San Francisco's gay men and lesbians to lead the fight to defeat the initiative, figuring that a victory in the nation's biggest state would give a huge lift to efforts to beat back similar restrictive measures elsewhere.	[[0.07,0.534,0.321,0.062,0.013]]	[0.07,0.534,0.321,0.062,0.013]	negative
2388	We meet her lesbian-feminist sister Katy (Zoe Carides), whom Susy needs as a corroborating witness and who is asked to lie, and their fundamentalist Christian wimp of a brother, Paul (Michael Veitch).	[[0.103,0.705,0.166,0.019,0.007]]	[0.103,0.705,0.166,0.019,0.007]	negative
2389	In a landmark victory for Christian conservatives, Maine voters have narrowly chosen to make their state the first in the nation to repeal its law protecting gay men and lesbians from discrimination, according to all-but-official referendum results published today.	[[0.159,0.636,0.159,0.032,0.013]]	[0.159,0.636,0.159,0.032,0.013]	negative
2390	To the Editor: In his article on the new film ''Chasing Amy'' $(''Moving From Carnal Bliss to Something Truly Divine,'' May 25$), Terry Teachout contends that Alyssa, a promiscuous lesbian turned heterosexual monogamist, has been moved by a power greater than that of earthly love: grace.	[[0.109,0.461,0.259,0.142,0.029]]	[0.109,0.461,0.259,0.142,0.029]	negative
2391	The Hetrick-Martin Institute has been providing service since 1979 to gay, lesbian, transgender and questioning youth.	[[0.141,0.525,0.185,0.105,0.043]]	[0.141,0.525,0.185,0.105,0.043]	negative
2392	The houseboat caretaker whose 911 call to Miami police led them to Andrew Cunanan's body will receive a $10,000 reward from the Gay and Lesbian Anti-Violence Project in New York City.	[[0.094,0.566,0.247,0.075,0.019]]	[0.094,0.566,0.247,0.075,0.019]	negative
2393	The message to the medium is blunt: "It is time for the television industry to realize that 25 million lesbians and gay men in America, along with our families and friends, make up a significant share of the viewing audience.	[[0.003,0.005,0.016,0.689,0.287]]	[0.003,0.005,0.016,0.689,0.287]	positive
2394	I think the gay and lesbian community and the Police Department are building bridges to come together.''	[[0.038,0.381,0.55,0.026,0.005]]	[0.038,0.381,0.55,0.026,0.005]	neutral
2395	''EITHER our neighbors have figured it out, and they're still friendly to us -- or they think we're just sisters,'' Karen Carr, a lesbian living with her companion in a suburban neighborhood of this city, said last week.	[[0.023,0.052,0.076,0.668,0.182]]	[0.023,0.052,0.076,0.668,0.182]	positive
2396	The first lesbian to head a national presidential campaign?	[[0.025,0.331,0.612,0.028,0.003]]	[0.025,0.331,0.612,0.028,0.003]	neutral
2397	John Cardinal O'Connor sharply questioned yesterday New York City's decision to give the permit for the St. Patrick's Day parade to a group that will allow a gay and lesbian group to march, suggesting that the move violated the constitutional separation of church and state.	[[0.157,0.585,0.162,0.067,0.029]]	[0.157,0.585,0.162,0.067,0.029]	negative
2398	The barely contained discomfort with which she deals with the lesbian and sadomasochistic imagery in Madonna's work establishes Ms. James as -- yes!	[[0.057,0.312,0.31,0.284,0.037]]	[0.057,0.312,0.31,0.284,0.037]	negative
2399	At least eight people who were arrested complained that they had critical medications either confiscated or withheld while they were in custody, the New York City Gay and Lesbian Anti-Violence Project said.	[[0.064,0.521,0.337,0.067,0.011]]	[0.064,0.521,0.337,0.067,0.011]	negative
2400	By the power vested in him by this bastion of liberal politics, Mayor Willie L. Brown Jr. pronounced dozens of gay and lesbian couples virtual spouses today in the first such mass mock nuptials held by an American city.	[[0.156,0.599,0.213,0.023,0.009]]	[0.156,0.599,0.213,0.023,0.009]	negative
2401	Kenneth L. Dawson, a leader and adviser of gay and lesbian and AIDS organizations, died on Thursday at New York University Medical Center in Manhattan.	[[0.347,0.541,0.096,0.006,0.009]]	[0.347,0.541,0.096,0.006,0.009]	negative
2402	In yesterday's Gay and Lesbian Day Parade, Mr. Giuliani was accompanied by about 40 members of a gay Republican club and officials of his administration.	[[0.053,0.579,0.294,0.066,0.008]]	[0.053,0.579,0.294,0.066,0.008]	negative
2403	It was undeniably breathtaking, straight out of Martha Stewart Living Lesbian Weddings.	[[0.024,0.065,0.249,0.517,0.146]]	[0.024,0.065,0.249,0.517,0.146]	positive
2404	State House and Senate conferees approved a plan on Wednesday evening to let voters decide on an amendment to ban same-sex marriages but give gay and lesbian couples some rights and benefits available to married couples.	[[0.188,0.595,0.199,0.01,0.008]]	[0.188,0.595,0.199,0.01,0.008]	negative
2405	His great support of the gay and lesbian community truly made a difference.	[[0.008,0.032,0.205,0.668,0.087]]	[0.008,0.032,0.205,0.668,0.087]	positive
2406	The inspiration of his leadership in the good fight is a legacy for all lesbians and gay men.	[[0.022,0.055,0.091,0.623,0.21]]	[0.022,0.055,0.091,0.623,0.21]	positive
2407	The Vermont Supreme Court and the Commonwealth of Massachusetts Appeals Court each have before them a case in which a lesbian has asked to become the adoptive parent of her partner's children.	[[0.135,0.674,0.151,0.027,0.014]]	[0.135,0.674,0.151,0.027,0.014]	negative
2408	And Mr. Chauncey is not talking about the New York of 1994, where as many as a million gay men and lesbians are gathering for this weekend's Gay Games and next weekend's 25th anniversary of the fabled Stonewall rebellion, the politically liberating Greenwich Village riot prompted by a police raid on a gay bar.	[[0.143,0.707,0.113,0.029,0.009]]	[0.143,0.707,0.113,0.029,0.009]	negative
2409	This year's theme is history, and several programs explore images that gay and lesbian film makers are leaving to posterity and the practical problems of preserving that legacy.	[[0.029,0.117,0.253,0.512,0.09]]	[0.029,0.117,0.253,0.512,0.09]	positive
2410	A party to trim a tree designed by Louis Collazo will be held on Dec. 19 from 5 to 8 P.M. Proceeds will benefit the Lesbian and Gay Community Services Center, a nonprofit organization.	[[0.311,0.558,0.084,0.022,0.025]]	[0.311,0.558,0.084,0.022,0.025]	negative
2411	I was surprised to find no article on lesbian mothers.	[[0.129,0.582,0.204,0.065,0.02]]	[0.129,0.582,0.204,0.065,0.02]	negative
2412	A 34-year-old English teacher at a rural New Hampshire high school, Penny J. Culliton, was dismissed last month for insubordination because she had distributed novels, without school board approval, that depicted gay and lesbian characters.	[[0.247,0.434,0.212,0.066,0.041]]	[0.247,0.434,0.212,0.066,0.041]	negative
2413	American acceptance of gay men and lesbians has swelled substantially in recent years, as has support for their civil rights, but a majority of the population still disapproves of homosexuality, according to a study released on Friday by the National Gay and Lesbian Task Force, an advocacy group based in Washington.	[[0.291,0.512,0.166,0.015,0.016]]	[0.291,0.512,0.166,0.015,0.016]	negative
2414	Visitors' guides list Manhattan bars, but you can also find in them the phone number of the Gay/Lesbian Scrabble Club.	[[0.175,0.668,0.119,0.022,0.015]]	[0.175,0.668,0.119,0.022,0.015]	negative
2415	A day after standing alongside his lesbian sister and urging tolerance for gay men and women, Speaker Newt Gingrich incurred the wrath of advocates for homosexual rights today when he said there should be no Federal protection for job rights based upon a worker's sexual orientation.	[[0.174,0.628,0.18,0.012,0.006]]	[0.174,0.628,0.18,0.012,0.006]	negative
2416	But the White House official said Mr. Clinton was reluctant to accept that sort of language, which would stop well short of his pledge to permit gay men and lesbians to serve in uniform without discrimination or fear of punishment.	[[0.079,0.6,0.272,0.04,0.009]]	[0.079,0.6,0.272,0.04,0.009]	negative
2417	The Israeli Army, regarded by some Americans as a model worth studying in the debate over homosexuals in the military, said today that it had issued new orders banning discrimination against gay men and lesbians in recruiting and in assignment to sensitive security positions.	[[0.122,0.239,0.185,0.299,0.155]]	[0.122,0.239,0.185,0.299,0.155]	positive
2418	This is the same guy who said he was a black lesbian trapped in the body of a white male oppressor."	[[0.125,0.52,0.316,0.026,0.014]]	[0.125,0.52,0.316,0.026,0.014]	negative
2419	A Federal judge approved a lawsuit settlement today that prohibits the Federal Bureau of Investigation from discriminating against gay men and lesbians.	[[0.178,0.598,0.178,0.029,0.017]]	[0.178,0.598,0.178,0.029,0.017]	negative
2420	Schmalz's article underscores how far lesbians and gay men have come out of the political closet this year.	[[0.101,0.535,0.273,0.068,0.023]]	[0.101,0.535,0.273,0.068,0.023]	negative
2421	THEATRICAL productions with gay and lesbian themes are coming out of the closet.	[[0.099,0.544,0.212,0.11,0.035]]	[0.099,0.544,0.212,0.11,0.035]	negative
2422	SCHOOL'S OUT The Impact of Gay and Lesbian Issues on America's Schools.	[[0.147,0.645,0.153,0.035,0.02]]	[0.147,0.645,0.153,0.035,0.02]	negative
2423	A proposal that would bar any civil rights measures intended specifically to protect homosexuals, lesbians or bisexuals has won enough support to be placed on the November ballot in Colorado, and leaders throughout the state are already choosing sides.	[[0.393,0.534,0.054,0.006,0.013]]	[0.393,0.534,0.054,0.006,0.013]	negative
2424	A WEEK OF GAY PRIDE CELEBRATIONS BEGINS Beginning a week of celebrations that will culminate in a march down Fifth Avenue, hundreds of gay and lesbian New Yorkers filled Union Square Park for what was billed as a rally but looked more like an enormous summertime family picnic.	[[0.418,0.475,0.09,0.005,0.012]]	[0.418,0.475,0.09,0.005,0.012]	negative
2425	The article included comments from Nan Hunter, director of the Lesbian and Gay Rights Project of the American Civil Liberties Union.	[[0.037,0.19,0.375,0.344,0.054]]	[0.037,0.19,0.375,0.344,0.054]	neutral
2426	The producers of the show canceled his guest appearance after the Gay and Lesbian Alliance Against Defamation announced that it was planning a national protest against media that publicize the singer's music "without addressing the issue of his homophobia."	[[0.232,0.735,0.025,0.004,0.004]]	[0.232,0.735,0.025,0.004,0.004]	negative
2427	If Michael Warner, an English professor at Rutgers University and a founder of Sex Panic, is right, then we might as well shut down every lesbian and gay studies program in the nation.	[[0.118,0.571,0.209,0.077,0.025]]	[0.118,0.571,0.209,0.077,0.025]	negative
2428	But few have had the balance and breadth of ''Stolen Moments,'' Margaret Wescott's articulate, coolly impassioned history of lesbianism.	[[0.119,0.595,0.135,0.118,0.033]]	[0.119,0.595,0.135,0.118,0.033]	negative
2429	Because of an editing error, an article and a headline on Tuesday about the resignation of Torie Osborn as head of the National Gay and Lesbian Task Force confused two gay organizations.	[[0.283,0.511,0.181,0.014,0.012]]	[0.283,0.511,0.181,0.014,0.012]	negative
2430	These range from accounts about national issues, like whether homosexual recruits should be in the military, to those dealing with everyday concerns, like how a lesbian couple copes with the stresses of a high school reunion.	[[0.157,0.578,0.213,0.037,0.015]]	[0.157,0.578,0.213,0.037,0.015]	negative
2431	Gay and lesbian leaders gathered at B. Smith's and the Royalton.	[[0.08,0.448,0.299,0.139,0.034]]	[0.08,0.448,0.299,0.139,0.034]	negative
2432	That didn't alter or damage the show; the hyped but chaste revelation that its heroine was a lesbian, on and off the air, attracted a huge audience and more new business than ABC/Disney cared to handle.	[[0.307,0.556,0.096,0.019,0.023]]	[0.307,0.556,0.096,0.019,0.023]	negative
2433	WHEN Yale rejected an offer by Larry Kramer, the AIDS activist and playwright, to endow a professorship in gay and lesbian studies, one reason it gave was that the field was too narrow for an endowed chair.	[[0.327,0.498,0.158,0.007,0.011]]	[0.327,0.498,0.158,0.007,0.011]	negative
2434	ABC confirmed yesterday that it had canceled the comedy ''Ellen,'' a year after the show made television history when its lead character, played by Ellen DeGeneres, declared she was a lesbian.	[[0.02,0.101,0.48,0.353,0.046]]	[0.02,0.101,0.48,0.353,0.046]	neutral
2435	Typical recipients are advocates of social and political change, like Equality Begins At Home, run by the National Gay and Lesbian Task Force, which provides start-up grants to grass-roots gay advocacy groups in all 50 states.	[[0.222,0.624,0.128,0.015,0.011]]	[0.222,0.624,0.128,0.015,0.011]	negative
2436	In the face of little empirical information, there are numerous beliefs and misconceptions about the health risks of lesbians that can affect their health outcome,'' said the report, called ''Lesbian Health: Current Assessment and Directions for the Future.''	[[0.35,0.468,0.152,0.015,0.015]]	[0.35,0.468,0.152,0.015,0.015]	negative
2437	Accusing the board's members of waging "a malicious and highly organized campaign" to distort the curriculum and alarm parents, Mr. Fernandez appointed three executives from his staff to take over the day-to-day operation of District 24 in Queens and to devise, with parents and teachers, a curriculum that includes lessons about gay men and lesbians.	[[0.15,0.607,0.214,0.019,0.01]]	[0.15,0.607,0.214,0.019,0.01]	negative
2438	Ruth W. Messinger endorsed a black City Councilwoman, C. Virginia Fields, over a lesbian in the contest for Manhattan borough president yesterday, picking sides in a politically vexing clash that had pitted two of her main constituencies against one another for most of the year.	[[0.196,0.593,0.137,0.046,0.029]]	[0.196,0.593,0.137,0.046,0.029]	negative
2439	Occasionally events from the outside intrude on George's total self-absorption, but on ''The Newsroom,'' Ken Finkleman's dry, riotous take on a Canadian television news organization, any war, plane crash or nuclear accident had better have the right spin potential if it hopes to compete for attention with who gets the prime indoor parking spot or which assistant to hire, the black lesbian or the blond ski bunny.	[[0.113,0.573,0.272,0.03,0.012]]	[0.113,0.573,0.272,0.03,0.012]	negative
2440	Originally, the plan to establish the MARTIN DUBERMAN Fellowship in Lesbian and Gay Studies was to have been a surprise for the celebration, on Wednesday, of Mr. Duberman's 65th birthday.	[[0.127,0.597,0.229,0.033,0.015]]	[0.127,0.597,0.229,0.033,0.015]	negative
2441	Congregation Beth Israel, New England's largest synagogue, has announced that next month it will install an associate rabbi who is a lesbian.	[[0.228,0.511,0.138,0.069,0.054]]	[0.228,0.511,0.138,0.069,0.054]	negative
2442	Ms. Carr, 41, who is the president of the board of directors of the Loft, a gay and lesbian community services center here, and Yvette Christofilis, 42, have lived together for 23 years -- most recently in a white clapboard home they bought on one of the city's tree-lined streets, with mostly heterosexual couples and families.	[[0.381,0.534,0.076,0.003,0.006]]	[0.381,0.534,0.076,0.003,0.006]	negative
2443	Out of the rage triggered by the nation's handling of the AIDS epidemic over the last decade has emerged a tough new gay and lesbian awareness, evidenced dramatically in the current vigorous boom in gay-theme novels, films and plays.	[[0.294,0.522,0.156,0.017,0.011]]	[0.294,0.522,0.156,0.017,0.011]	negative
2444	In its sixth annual report on hate crimes against gay people, the New York City Gay and Lesbian Anti-Violence Project said 662 gay men and women were victims of anti-homosexual crimes last year, compared with 592 in 1991.	[[0.269,0.5,0.194,0.023,0.014]]	[0.269,0.5,0.194,0.023,0.014]	negative
2445	The New York-based magazine, which covers gay and lesbian news, politics, the arts and AIDS, was started in October 1991 with the name NYQ, but earlier this year it changed its name to QW.	[[0.39,0.462,0.127,0.008,0.011]]	[0.39,0.462,0.127,0.008,0.011]	negative
