id	context	predictions	aggregatedPredictions	category
1647	During breaks in ABC's broadcast of ''Consenting Adult,'' about a family's reaction to a son's homosexuality, a ''Newsbrief'' announced, ''And at 11, coping with a lesbian daughter.''	[[0.076,0.693,0.215,0.013,0.003]]	[0.076,0.693,0.215,0.013,0.003]	negative
1648	The Massachusetts Supreme Court today upheld the constitutional right of The Christian Science Monitor to dismiss a lesbian employee who refused to participate in a church-ordered ''healing.''	[[0.136,0.628,0.202,0.023,0.012]]	[0.136,0.628,0.202,0.023,0.012]	negative
1649	A single sign of sympathy comes in a telephone conversation between the family's younger daughter (Sylvia Stein) and her absent lesbian lover. ''	[[0.02,0.171,0.623,0.171,0.014]]	[0.02,0.171,0.623,0.171,0.014]	neutral
1650	To the Editor: Once again New Yorkers have witnessed the shameful spectacle of elected officials refusing to enact a civil rights bill that would have protected the rights of lesbians and gay men (''A Panel Kills Bill That Aids Homosexuals,'' news article Nov. 24).	[[0.35,0.482,0.145,0.01,0.013]]	[0.35,0.482,0.145,0.01,0.013]	negative
1651	He said it would also include groups like Senior Action in a Gay Environment, for older people; Gay and Lesbian Youth, for runaways, and Gay Alcoholics Anonymous.	[[0.204,0.61,0.113,0.053,0.02]]	[0.204,0.61,0.113,0.053,0.02]	negative
1652	For he subtitles his book "Travels in Gay America" but rarely mentions lesbians, or settled	[[0.02,0.216,0.658,0.098,0.007]]	[0.02,0.216,0.658,0.098,0.007]	neutral
1653	LEAD: A jury of Methodist ministers has found a lesbian colleague in violation of a church rule that prohibits homosexuals in the clergy, but has imposed the most lenient possible sentence.	[[0.171,0.567,0.227,0.023,0.013]]	[0.171,0.567,0.227,0.023,0.013]	negative
1654	A woman has won the right to regular visits with the child her former lesbian lover bore six years ago through artifical insemination.	[[0.05,0.14,0.252,0.424,0.134]]	[0.05,0.14,0.252,0.424,0.134]	positive
1655	A member of the West Hollywood City Council who was the first avowed lesbian Mayor of an American city was found guilty Friday of embezzling $9,000 intended for the poor.	[[0.113,0.595,0.239,0.04,0.012]]	[0.113,0.595,0.239,0.04,0.012]	negative
1656	LEAD: ''The Blessing,'' a new play by Clare Coss at the American Place Theater, is intended to be a penetrating drama about the complex relationship between an aging mother and her divorced daughter who is a lesbian.	[[0.143,0.612,0.188,0.039,0.018]]	[0.143,0.612,0.188,0.039,0.018]	negative
1657	Acknowledging a lesbian relationship with her former secretary has cost Billie Jean King more than $2 million in commercial endorsements, according to the tennis star.	[[0.309,0.58,0.08,0.015,0.017]]	[0.309,0.58,0.08,0.015,0.017]	negative
1658	In a piece about ''geezer power,'' designed to draw fire from golden oldies, I wrote: ''If lesbians argue that 'homosexual' should be limited to men, I would put up a feeble fight - arguing that the homo is the same as the 'man' in 'mankind' and covers women, too.	[[0.113,0.535,0.215,0.114,0.023]]	[0.113,0.535,0.215,0.114,0.023]	negative
1659	A Superior Court judge ruled today that a lesbian's right to freedom of speech was not violated when a school board canceled a Tolerance Day program in which she was to have appeared.	[[0.144,0.456,0.192,0.142,0.066]]	[0.144,0.456,0.192,0.142,0.066]	negative
1660	Lulu'' has opera's first lesbian; it fairly swirls with sexual ambiguity.	[[0.02,0.049,0.081,0.653,0.197]]	[0.02,0.049,0.081,0.653,0.197]	positive
1661	LEAD: The Lesbian and Gay Pride March today starts at 12:30 P.M. at Columbus Circle and heads east on 59th Street to Fifth Avenue, then south to Washington Square North and west through Greenwich Village, ending at Sheridan Square.	[[0.229,0.517,0.225,0.018,0.011]]	[0.229,0.517,0.225,0.018,0.011]	negative
1662	LEAD: Nearly half of Philadelphia's homosexual men and one-fifth of the city's lesbians suffered violent crimes in a year because of their sexual orientation, a study by the Philadelphia Lesbian and Gay Task Force has reported.	[[0.121,0.608,0.237,0.025,0.009]]	[0.121,0.608,0.237,0.025,0.009]	negative
1663	Gay men and lesbians remain the objects of a social intolerance that often seeks to justify itself by discovering scientific evidence for ''homosexual defects'' in the ''homosexual past.''	[[0.046,0.448,0.467,0.032,0.007]]	[0.046,0.448,0.467,0.032,0.007]	neutral
1664	High on their agenda are feminist solidarity and lesbian pride.	[[0.081,0.569,0.264,0.073,0.014]]	[0.081,0.569,0.264,0.073,0.014]	negative
1665	The symposium is sponsored by the faculty Committee for Lesbian and Gay Studies at the school and will include a lecture on ''Creating Cultural Legacies'' and talks on the history of lesbians in Cherry Grove, Fire Island, and of relations between the state and New York City gay bars.	[[0.287,0.589,0.112,0.006,0.006]]	[0.287,0.589,0.112,0.006,0.006]	negative
1666	LEAD: The Texas Civil Liberties Union, the Texas Human Rights Foundation, the National Lawyers Guild and the Lesbian/ Gay Rights Lobby of Texas have filed a complaint with the State Commission on Judicial Conduct against a judge whose comments about two slain homosexuals have stirred public outrage.	[[0.381,0.518,0.084,0.006,0.012]]	[0.381,0.518,0.084,0.006,0.012]	negative
1667	based singer and songwriter who made her New York debut at Folk City on Wednesday, is one of the most powerful lyric voices to emerge out of the lesbian-oriented post-folk genre known as ''women's music.''	[[0.007,0.016,0.083,0.698,0.197]]	[0.007,0.016,0.083,0.698,0.197]	positive
1668	LEAD: An article on Monday described a rise in the number of lesbians who are bearing children, usually after artificial insemination.	[[0.13,0.506,0.229,0.098,0.037]]	[0.13,0.506,0.229,0.098,0.037]	negative
1669	SAN DIEGO, June 28--The Navy's 19month-old program of assigning women to American military ships, although generally considered a success, is troubled by a shortage of volunteers and other problems, ranging from hostility from some sailors' wives to instances of lesbian activity on some ships.	[[0.661,0.253,0.069,0.004,0.014]]	[0.661,0.253,0.069,0.004,0.014]	very negative
1670	LEAD: Appearing recently at the Lesbian and Gay Community Services Center in Greenwich Village, Governor Cuomo announced a proposed ban on AIDS testing for health insurance.	[[0.212,0.518,0.244,0.016,0.01]]	[0.212,0.518,0.244,0.016,0.01]	negative
1671	LEAD: Beginning with its 1989-90 editions, the Nynex Yellow Pages will be reorganized to include a previously unpublished listing: gay and lesbian services.	[[0.221,0.617,0.136,0.014,0.012]]	[0.221,0.617,0.136,0.014,0.012]	negative
1672	LEAD: The president of Grinnell College said last week that the college was seriously considering including lesbian and gay couples in residences that would be established for married students.	[[0.098,0.503,0.327,0.053,0.018]]	[0.098,0.503,0.327,0.053,0.018]	negative
1673	LEAD: A day after staging a large march on the nation's capital, gay rights advocates voted today to create a Lesbian and Gay Congress to help coordinate grassroots political activities around the country.	[[0.196,0.596,0.156,0.03,0.022]]	[0.196,0.596,0.156,0.03,0.022]	negative
1674	But Miss Chambers has given her play a twist: the vacationers at Bluefish Cove are lesbians.	[[0.061,0.361,0.333,0.211,0.034]]	[0.061,0.361,0.333,0.211,0.034]	negative
1675	A lawyer for Miss Brooks said she denied urging women to fantasize about lesbian behavior.	[[0.066,0.35,0.298,0.242,0.044]]	[0.066,0.35,0.298,0.242,0.044]	negative
1676	Concerned about the widespread publicity generated over her admission Friday of a lesbian relationship with her former secretary, Marilyn Barnett, Mrs. King said, ''I don't want to hurt the players.'	[[0.136,0.644,0.186,0.023,0.011]]	[0.136,0.644,0.186,0.023,0.011]	negative
1677	It lists seven novels and eight nonfiction books on homosexuality, plus the telephone numbers of the Gay Switchboard and the Lesbian Switchboard.	[[0.19,0.591,0.167,0.034,0.018]]	[0.19,0.591,0.167,0.034,0.018]	negative
1678	One Harvard graduate who became a successful lawyer said he was dying from AIDS; a woman talked about returning to Radcliffe reunions as a lesbian.	[[0.218,0.646,0.119,0.009,0.008]]	[0.218,0.646,0.119,0.009,0.008]	negative
1679	The Lesbian and Gay Pride March, the 14th annual such parade, was dedicated to the victims of AIDS.	[[0.329,0.554,0.072,0.02,0.025]]	[0.329,0.554,0.072,0.02,0.025]	negative
1680	When militant black lesbians encounter white feminist punk musicians, for instance, there is so much ideology to be dealt with that ordinary exposition is out of the question.	[[0.156,0.587,0.238,0.012,0.007]]	[0.156,0.587,0.238,0.012,0.007]	negative
1681	Thousands of homosexuals and their supporters marched yesterday afternoon in the 17th annual Gay/Lesbian Pride Day parade, following a lavender stripe from Central Park to Greenwich Village.	[[0.201,0.627,0.14,0.019,0.013]]	[0.201,0.627,0.14,0.019,0.013]	negative
1682	Some attack lesbian and gay voters; others avoid rabid statements but oppose gay rights; and a new group responds to us as a constituency and seeks to win our votes.	[[0.382,0.514,0.083,0.008,0.014]]	[0.382,0.514,0.083,0.008,0.014]	negative
1683	LEAD: Thousands of lesbians and gay men marched down Fifth Avenue yesterday to celebrate gay pride and to commemorate the confrontation that began as a routine police raid on a gay bar 20 years ago and has come to signify the beginning of the gay-rights movement.	[[0.143,0.554,0.271,0.021,0.011]]	[0.143,0.554,0.271,0.021,0.011]	negative
1684	The day-care advocates and the abortion forces and the lesbian caucus and the battered wives.	[[0.157,0.666,0.15,0.017,0.01]]	[0.157,0.666,0.15,0.017,0.01]	negative
1685	In a case presenting novel legal issues in family law, a judge in Oakland has ruled that a lesbian may seek visiting rights to the child born to her former companion while the two women were living together.	[[0.155,0.697,0.119,0.021,0.008]]	[0.155,0.697,0.119,0.021,0.008]	negative
1686	Miss Terrigno, who is 32 years old, was believed to have been the first acknowledged lesbian to be elected mayor of an American city.	[[0.271,0.516,0.143,0.038,0.032]]	[0.271,0.516,0.143,0.038,0.032]	negative
1687	The way politicians seize upon the issues affecting lesbians and gay men at election time, it's difficult to believe that ours was once the love that dared not speak its name.	[[0.114,0.643,0.212,0.022,0.009]]	[0.114,0.643,0.212,0.022,0.009]	negative
1688	LEAD: An article yesterday about the Gay/Lesbian Pride Parade in Manhattan incompletely listed the elected officials present.	[[0.079,0.391,0.321,0.165,0.043]]	[0.079,0.391,0.321,0.165,0.043]	negative
1689	LEAD: A symposium on New York City gay and lesbian history and culture will be held next Tuesday at the City University Graduate Center audi-torium (lower level) at 33 West 42d Street.	[[0.148,0.553,0.23,0.048,0.022]]	[0.148,0.553,0.23,0.048,0.022]	negative
1690	She has written through youth, fame, marriage, motherhood, separation, solitude, political rage, feminist awakening and lesbianism.	[[0.057,0.202,0.348,0.321,0.072]]	[0.057,0.202,0.348,0.321,0.072]	neutral
1691	Eva (Jadwiga Janokowska-Cieslak) is a more outspoken reporter, and she is overtly a lesbian.	[[0.393,0.539,0.055,0.004,0.009]]	[0.393,0.539,0.055,0.004,0.009]	negative
1692	The Justice Department has approved a grant of almost $300,000 to the National Coalition Against Domestic Violence after delaying the award because of complaints by conservatives that some of the money would help activists in behalf of lesbians.	[[0.282,0.587,0.111,0.011,0.009]]	[0.282,0.587,0.111,0.011,0.009]	negative
1693	The people are Constance, a psychiatrist working for the Red Cross; her husband, Sam, who dies from friendly fire while on a desert picnic; her lover Affad, an Egyptian banker belonging to a secret cult that specializes in metaphysics and ritual murder; her sister Livia, who may be a lesbian and is probably a fascist and is certainly a suicide; two novelists, Blanford and Sutcliffe, one of whom invents the other in order to have someone to talk to; a prince, a nurse, a double agent, a German general, English civil servants and French lunatics.	[[0.016,0.03,0.101,0.634,0.219]]	[0.016,0.03,0.101,0.634,0.219]	positive
1694	LEAD: Members of the Front Runners jogging down Fifth Avenue during the 19th Gay and Lesbian Pride March yesterday.	[[0.07,0.425,0.405,0.08,0.019]]	[0.07,0.425,0.405,0.08,0.019]	negative
1695	All of them, insofar as I can tell, own their own homes - as single mothers, married women, single women or part of a lesbian couple.	[[0.118,0.549,0.227,0.079,0.027]]	[0.118,0.549,0.227,0.079,0.027]	negative
1696	There would probably not have been a Yiddish-language film from Belgium (''Brussels-Transit''), an Indian folk musical about ''untouchables'' (''Bhavni Bhavai'') or a sympathetic exploration of a lesbian relationship (''Immacolata e Concetta'').	[[0.171,0.631,0.141,0.044,0.013]]	[0.171,0.631,0.141,0.044,0.013]	negative
1697	LEAD: Tom Wilson Weinberg's ''10 Percent Revue'' is by no means the first musical to deal with gay and lesbian sexuality, but in confronting a range of contemporary gay-related issues, from the AIDS crisis to lesbian motherhood, it is venturesome in its modest little way.	[[0.08,0.5,0.303,0.094,0.022]]	[0.08,0.5,0.303,0.094,0.022]	negative
1698	Casting Lola Pashalinski and Crystal Field as the twins Sherrie and Cherrie Trifle, the first, ''the most famous lesbian of all time,'' the second, a working-class mother, is a clever idea.	[[0.073,0.221,0.22,0.339,0.147]]	[0.073,0.221,0.22,0.339,0.147]	positive
1501	After 30 minutes of debate, the 1,300 delegates representing the Protestant denomination's 175,000 members voted overwhelmingly by voice vote to affirm ''the growing practice of some of its ministers of conducting services of union of gay and lesbian couples.''	[[0.216,0.559,0.199,0.016,0.01]]	[0.216,0.559,0.199,0.016,0.01]	negative
1502	The genesis for the fictitious Bluefish Cove is a place where Miss Chambers used to rent a cottage near Orient Point; it is a summer haven for lesbians.	[[0.243,0.535,0.133,0.047,0.042]]	[0.243,0.535,0.133,0.047,0.042]	negative
1503	IMMODEST ACTS The Life of a Lesbian Nun in Renaissance Italy.	[[0.066,0.368,0.371,0.159,0.036]]	[0.066,0.368,0.371,0.159,0.036]	neutral
1504	LEAD: Several hundred gay and lesbian leaders will gather here tomorrow for a three-day conference on strategies for their civil rights movement.	[[0.148,0.653,0.177,0.014,0.008]]	[0.148,0.653,0.177,0.014,0.008]	negative
1505	Mrs. King earlier had offered to resign following her public admission that she once had a lesbian relationship with her former secretary. ''	[[0.02,0.263,0.692,0.022,0.003]]	[0.02,0.263,0.692,0.022,0.003]	neutral
1506	Miss Gaskins, 25 years old, was the first of eight women to face a hearing on allegations of lesbianism aboard the ship.	[[0.189,0.477,0.157,0.108,0.069]]	[0.189,0.477,0.157,0.108,0.069]	negative
1507	A city-owned building would be offered for sale to the Lesbian and Gay Community Services Center for use as a health, counseling and social facility, under a tentative agreement announced yesterday by city officials.	[[0.145,0.618,0.201,0.024,0.01]]	[0.145,0.618,0.201,0.024,0.01]	negative
1508	LEAD: Mayor Edward I. Koch created an Office for the Lesbian and Gay Community yesterday and named Lee Hudson to lead it.	[[0.083,0.443,0.324,0.118,0.032]]	[0.083,0.443,0.324,0.118,0.032]	negative
1509	Does the lesbian love affair in ''Another Way'' mirror the political rebelliousness of at least one of the two women?	[[0.063,0.721,0.197,0.014,0.004]]	[0.063,0.721,0.197,0.014,0.004]	negative
1510	Kahane, English-born, a womanizer and bon vivant, founded the Obelisk Press and published such illicit best-sellers as Radclyffe Hall's lesbian novel, ''The Well of Loneliness,'' Frank Harris's nonstop sexual saga, ''My Life and Loves,'' and that once-outlawed classic of mailorder erotica, Henry Miller's ''Tropic of Cancer.''	[[0.405,0.39,0.147,0.024,0.034]]	[0.405,0.39,0.147,0.024,0.034]	very negative
1511	Mr. LaRouche, using standard tactics, calls her a lesbian ''tied to international terrorism.''	[[0.06,0.543,0.369,0.022,0.006]]	[0.06,0.543,0.369,0.022,0.006]	negative
1512	Mayor Koch said selling the building was one of ''a number of steps to be taken by the city to combat AIDS and other health problems that have particularly affected the gay and lesbian community.'' ''	[[0.088,0.531,0.322,0.044,0.015]]	[0.088,0.531,0.322,0.044,0.015]	negative
1513	LEAD: The votes of gay and lesbian New Yorkers are being courted as never before in the municipal primary campaign, gay rights advocates and political leaders say.	[[0.157,0.621,0.196,0.015,0.01]]	[0.157,0.621,0.196,0.015,0.01]	negative
1514	LEAD: The United States Postal Service has approved a special cancellation to commemorate an anti-police riot in Greenwich Village by patrons of a bar catering to homosexuals, the Gay and Lesbian Alliance Against Defamation Inc. announced yesterday.	[[0.153,0.557,0.245,0.03,0.015]]	[0.153,0.557,0.245,0.03,0.015]	negative
1515	SHE has been the forgotten woman at Wimbledon this year forgotten by some because she's not competing here for the first time after 20 years, forgotten by others because of her recent disclosure of a lesbian affair.	[[0.312,0.482,0.155,0.029,0.023]]	[0.312,0.482,0.155,0.029,0.023]	negative
1516	Two are about what happened to the ''Big Chill'' generation after it went sour; one concerns a married woman who finds bliss in a lesbian relationship (the second such drama this week), and two are abstract theater events, one about Jack the Ripper, one about Faust.	[[0.031,0.263,0.614,0.083,0.009]]	[0.031,0.263,0.614,0.083,0.009]	neutral
1517	Some sex therapists have advised their lesbian and gay patients to use homosexual fantasies during heterosexual behavior, which is hardly a change in sexual orientation.	[[0.215,0.616,0.145,0.015,0.009]]	[0.215,0.616,0.145,0.015,0.009]	negative
1518	In granting a preliminary injunction, Judge Robert Aguilar said that the constitutional rights of the plaintiffs, Lesbian-Gay Freedom Day Committee Inc. and others, had been threatened by an Immigration and Naturalization Service policy of blocking homosexuals or those accused of being homosexual from visiting the country.	[[0.206,0.603,0.154,0.025,0.012]]	[0.206,0.603,0.154,0.025,0.012]	negative
1519	Things have never been quite that outrageous since, but the subject of lesbianism clearly remains delicate, to say the least, for television.	[[0.126,0.493,0.239,0.103,0.039]]	[0.126,0.493,0.239,0.103,0.039]	negative
1520	Jeff Levy, executive director of the National Gay and Lesbian Task Force in Washington, said the decision Monday in which the High Court ruled that a Georgia law prohibiting anal and oral intercourse did not violate the constitutional right to privacy ''had really galvanized people.''	[[0.288,0.523,0.162,0.013,0.015]]	[0.288,0.523,0.162,0.013,0.015]	negative
1521	Ted Patrick, known for his efforts to make young people leave religious cults, was found not guilty Friday night in a case prosecutors contended stemmed from an attempt to sway a 20-year-old woman from lesbianism.	[[0.362,0.512,0.103,0.009,0.015]]	[0.362,0.512,0.103,0.009,0.015]	negative
1522	The concert offered traditional seasonal offerings by the guest conductor, Robin Kay, director of the San Francisco Lesbian and Gay Men's Community Chorus, and contemporary settings, antiphonal pieces with brass, a cantata and even a sampling of P.D.Q. Bach conducted by the group's founder and music director, Gary Miller.	[[0.222,0.672,0.089,0.011,0.005]]	[0.222,0.672,0.089,0.011,0.005]	negative
1523	Mayor Koch yesterday appointed Joyce Hunter, a social worker and spokesman for the Coalition for Lesbian and Gay Rights, and James R. Levin, a lawyer and professor of social science at City College, to the city's Commission on Human Rights.	[[0.017,0.038,0.165,0.583,0.198]]	[0.017,0.038,0.165,0.583,0.198]	positive
1524	In ''Miss Peabody's Inheritance,'' an Australian who wrote a lesbian romance corresponds with one of her readers, Dorothy Peabody, an unmarried fiftyish typist who lives in England with her bedridden mother.	[[0.375,0.547,0.059,0.006,0.013]]	[0.375,0.547,0.059,0.006,0.013]	negative
1525	According to the policy, recognition of homosexual and lesbian marriages and of economic benefits for ''life partners'' similar to those enjoyed by a spouse in a heterosexual marriage, is ''imperative for the complete legal equality of lesbians and gay men.''	[[0.048,0.463,0.41,0.066,0.012]]	[0.048,0.463,0.41,0.066,0.012]	negative
1526	Ted Patrick, known for his efforts to make young people renounce religious cults, has gone on trial here in the kidnapping of a teen-ager who, according to her parents, was led into lesbianism through mind control.	[[0.272,0.576,0.108,0.021,0.022]]	[0.272,0.576,0.108,0.021,0.022]	negative
1527	The theme of the meeting, sponsored by the National Gay & Lesbian Task Force, is ''Creating Change.''	[[0.122,0.773,0.089,0.011,0.005]]	[0.122,0.773,0.089,0.011,0.005]	negative
1528	In the Dempsey case, Superior Court Judge William J. D'Annunzio granted Miss Dempsey, a lesbian who is living with her lover, unconditional custody of her two children.	[[0.171,0.706,0.092,0.022,0.009]]	[0.171,0.706,0.092,0.022,0.009]	negative
1529	LEAD: Delta Lambda Phi, an 11-member fraternity organized by homosexual men, has been approved by the University of California at Los Angeles, which last month approved a lesbian sorority.	[[0.232,0.514,0.166,0.056,0.033]]	[0.232,0.514,0.166,0.056,0.033]	negative
1530	Despite a critical blood shortage in southern California, a Red Cross official says he has canceled a lesbian blood drive because he does not want to lose the good will of other donors over the fear of contracting acquired immune deficiency syndrome, or AIDS.	[[0.111,0.605,0.262,0.017,0.005]]	[0.111,0.605,0.262,0.017,0.005]	negative
1531	There is no offering of proof any of these women are lesbians,'' she said earlier this week. ''	[[0.265,0.536,0.157,0.027,0.015]]	[0.265,0.536,0.157,0.027,0.015]	negative
1532	In a new formal policy statement, the American Civil Liberties Union said today that it was seeking elimination of legal barriers to homosexual and lesbian marriages.	[[0.075,0.648,0.204,0.064,0.009]]	[0.075,0.648,0.204,0.064,0.009]	negative
1533	It is preposterous to award the sole contract for this kind of service to an agency that has a declared policy that it won't hire openly gay people,'' Andrew Humm, of the Coalition for Lesbian and Gay Rights, said at a City Hall news conference.	[[0.59,0.238,0.152,0.006,0.014]]	[0.59,0.238,0.152,0.006,0.014]	very negative
1534	Her suggestion that Miss Barnes ''failed'' to give us a graphic portrait of lesbian love - in a book published under the banner of T.S. Eliot in the 1930's - demonstrates her critical indifference to both the nature of the work and the cultural realities of the period.	[[0.192,0.617,0.165,0.015,0.011]]	[0.192,0.617,0.165,0.015,0.011]	negative
1535	LEAD: More than 250,000 people are expected to participate in Lesbian and Gay Pride Weekend, say its organizers, beginning with a rally on the Great Lawn in Central Park today, continuing with a parade down Fifth Avenue tomorrow and culminating in a fireworks display tomorrow night.	[[0.274,0.491,0.207,0.016,0.011]]	[0.274,0.491,0.207,0.016,0.011]	negative
