id	context	predictions	aggregatedPredictions	category
4783	'Bitter Music' Musicians Accord Lesbian and Gay Community Center In 1935, Harry Partch went on the road and lived the hobo's life.	[[0.136,0.666,0.15,0.033,0.015]]	[0.136,0.666,0.15,0.033,0.015]	negative
4784	The word is gaining currency in New York, San Francisco and other major cities, and the attendant controversy underscores a growing generation gap within the gay community.	[[0.181,0.538,0.146,0.08,0.056]]	[0.181,0.538,0.146,0.08,0.056]	negative
4785	AS more mainstream companies aim sales pitches at homosexuals as part of efforts to reach segments of the general consumer market, images associated with gay men and lesbians have become increasingly prevalent in print advertisements for products as disparate as Absolut vodka, American Express travelers checks, Subaru automobiles and Gardenburger vegetable patties.	[[0.332,0.491,0.151,0.012,0.014]]	[0.332,0.491,0.151,0.012,0.014]	negative
4786	Still, viewers of public television stations across the country can tune in this week (Thursday night at 10 on WNET in New York) to see the following in the course of one hour: Men kissing each other; men doing the Texas two-step together; women doing the Texas two-step together; a festival of gay and lesbian choruses in Tampa, Fla.; Liza Minnelli singing at Stonewall 25, with rainbow flags waving in the breeze; Ian McKellen discussing the paradox of being a knighted gay man; George C. Wolfe reflecting on ''racist, sexist, homophobic conditioning''; Melissa Etheridge performing at the 1993 gay and lesbian march in Washington; gay-related scenes from ''Angels in America,'' ''Rent'' and ''Love!	[[0.199,0.471,0.241,0.065,0.024]]	[0.199,0.471,0.241,0.065,0.024]	negative
4787	Mr. Hormel is gay, but that is not an issue in Luxembourg.	[[0.1,0.598,0.265,0.03,0.008]]	[0.1,0.598,0.265,0.03,0.008]	negative
4788	Human Rights Campaign Nov. 17 -- A 10th-anniversary celebration of the New York chapter of the Human Rights Campaign Fund, an advocacy group for gay and lesbian rights and health issues, will be held at the Rainbow Room.	[[0.216,0.348,0.089,0.161,0.186]]	[0.216,0.348,0.089,0.161,0.186]	negative
4789	Although some members of Congress see the measure as a politically dangerous piece of gay-rights legislation, the liberal city government views it as a test of its sovereignty.	[[0.075,0.534,0.253,0.117,0.021]]	[0.075,0.534,0.253,0.117,0.021]	negative
4790	Though some gay leaders have expressed concern that Mr. Buchanan's appeal could resound in the general election, making gay life styles the "Willie Horton" issue of 1992, that does not appear to be an overwhelming fear.	[[0.19,0.561,0.217,0.02,0.012]]	[0.19,0.561,0.217,0.02,0.012]	negative
4791	While that observation is certainly true for millions of adult lesbians and gay men, sadly it does not describe the condition of lesbian and gay youth.	[[0.089,0.728,0.149,0.028,0.006]]	[0.089,0.728,0.149,0.028,0.006]	negative
4792	By upholding the exclusion of a gay, lesbian and bisexual group from the St. Patrick's Day Parade in Boston, the Supreme Court vindicated the Ancient Order of Hibernians in its long-running efforts to keep a gay contingent out of the line of march in New York City, lawyers for the Hibernians said yesterday.	[[0.171,0.562,0.248,0.012,0.007]]	[0.171,0.562,0.248,0.012,0.007]	negative
4793	Now, such images are also beginning to turn up on television, too, in commercials aimed at general audiences as well as gay and lesbian consumers.	[[0.096,0.483,0.38,0.032,0.009]]	[0.096,0.483,0.38,0.032,0.009]	negative
4794	The recommendation on Friday by a New York City human rights commission judge to allow the St. Patrick's Day parade sponsors to ban a gay group removed most of the doubt over whether there will be a parade this year.	[[0.07,0.532,0.298,0.083,0.017]]	[0.07,0.532,0.298,0.083,0.017]	negative
4795	Two years ago Representative Gerry E. Studds stood in the Capitol with his companion, Dean Hara, eager to greet the newly inaugurated President on whom they and many other gay men and lesbians had pinned their hopes.	[[0.209,0.712,0.064,0.01,0.005]]	[0.209,0.712,0.064,0.01,0.005]	negative
4796	DISTRICT 3 (MANHATTAN) THOMAS K. DUANE 36, Manhattan coordinator for City Comptroller Elizabeth Holtzman ... former stockbroker ... former deputy press secretary for State Attorney General Robert Abrams ... endorsed by Village Independent Democrats, Gay and Lesbian Independent Democrats and the insurgent Majority Coalition for a New New York.	[[0.455,0.436,0.095,0.004,0.009]]	[0.455,0.436,0.095,0.004,0.009]	very negative
4797	A homosexual Congressman today proposed a compromise to allow gay men and lesbians to serve in the military and be open about their sexual orientation off duty, so long as they keep it private while on duty.	[[0.092,0.547,0.304,0.043,0.014]]	[0.092,0.547,0.304,0.043,0.014]	negative
4798	BACK IN 1982, 20TH CENtury Fox tested the market for gay-themed movies with "Making Love."	[[0.135,0.579,0.195,0.063,0.028]]	[0.135,0.579,0.195,0.063,0.028]	negative
4799	Hillary Rodham Clinton was exactly right when she told a gay audience at a fund-raiser in SoHo this week that homosexuals ought to be able to serve openly in the United States military.	[[0.112,0.588,0.221,0.057,0.022]]	[0.112,0.588,0.221,0.057,0.022]	negative
4800	There is, unfortunately, a growing trend to scapegoat gay people as the principal carriers of this disease.	[[0.336,0.571,0.066,0.016,0.011]]	[0.336,0.571,0.066,0.016,0.011]	negative
4801	The decision by United States District Judge Kimba M. Wood reversed an S.E.C. ruling late last year that Cracker Barrel Old Country Store Inc., a restaurant and gift-shop chain based in Lebanon, Tenn., did not have to include a shareholder resolution asking the company to develop a policy prohibiting discrimination against gay men and lesbians.	[[0.414,0.458,0.109,0.008,0.01]]	[0.414,0.458,0.109,0.008,0.01]	negative
4802	"But I see we're operating on Gay People Time."	[[0.027,0.147,0.241,0.533,0.053]]	[0.027,0.147,0.241,0.533,0.053]	positive
4803	This is what you've seen recently: A sea of people, stretching from a stage at the foot of Capitol Hill to the Washington Monument, cheering as a color guard and a group of uniformed gay men and lesbians march in and brace at attention.	[[0.345,0.546,0.071,0.016,0.021]]	[0.345,0.546,0.071,0.016,0.021]	negative
4804	Addressing a sympathetic audience of gay and lesbian backers of the Democratic Party, President Clinton said today that the way the military was enforcing the ''don't ask, don't tell'' policy toward homosexuals in uniform could turn soldier against soldier and that he intended to push for changes in how the services put the policy into effect. ''	[[0.168,0.647,0.156,0.018,0.011]]	[0.168,0.647,0.156,0.018,0.011]	negative
4805	Neither does Mr. Roos's barbed humor as he mocks preconceptions about straight and gay life styles with total abandon, rude epithets and all.	[[0.117,0.602,0.256,0.018,0.007]]	[0.117,0.602,0.256,0.018,0.007]	negative
4806	Gay Men's Health Crisis also relies on donations and volunteers, to provide a wide range of services to people who suffer the symptoms of H.I.V., the virus that causes AIDS.	[[0.17,0.55,0.169,0.073,0.038]]	[0.17,0.55,0.169,0.073,0.038]	negative
4807	Most of these measures would not only repeal existing gay rights laws but also amend state constitutions and charters to forbid their enactment.	[[0.127,0.634,0.213,0.018,0.007]]	[0.127,0.634,0.213,0.018,0.007]	negative
4808	He owns a car, and every Saturday he spends $30 for the privilege of entering Mayak, this city's most fashionable gay nightclub.	[[0.105,0.406,0.233,0.19,0.066]]	[0.105,0.406,0.233,0.19,0.066]	negative
4809	Their use of the word has created a rift in the gay community, alienating many older members haunted by its pejorative connotations.	[[0.265,0.535,0.105,0.052,0.043]]	[0.265,0.535,0.105,0.052,0.043]	negative
4810	A group of gay transvestites, transsexuals and their supporters gathered in Sheridan Square last night, blocking traffic in Greenwich Village for nearly an hour, following a march from Tompkins Square Park.	[[0.517,0.422,0.056,0.001,0.004]]	[0.517,0.422,0.056,0.001,0.004]	very negative
4811	Conservative Awareness Week at the University of Massachusetts at Amherst backfired on student organizers last week when gay rights proponents outnumbered conservatives at their own events.	[[0.271,0.588,0.12,0.01,0.011]]	[0.271,0.588,0.12,0.01,0.011]	negative
4812	Anybody interested in the specific events of that night or in the history of gay and lesbian life before and since should head directly to the main branch of the New York Public Library, where a remarkable exhibition, "Becoming Visible: The Legacy of Stonewall," is in the Gottesman Exhibition Hall	[[0.071,0.511,0.309,0.091,0.018]]	[0.071,0.511,0.309,0.091,0.018]	negative
4813	His murder there is a gruesome reminder of how much hostility remains, three decades after the beginning of the modern gay rights movement.	[[0.079,0.459,0.436,0.02,0.007]]	[0.079,0.459,0.436,0.02,0.007]	negative
4814	Lorry Heverly, an agent in Baton Rouge, who went into business a year ago to serve gay and lesbian clients, said she actually put together one tour herself, a trip to New Orleans at Halloween, when the French Quarter turns into a vast masquerade.	[[0.113,0.245,0.205,0.245,0.193]]	[0.113,0.245,0.205,0.245,0.193]	neutral
4815	Taking to the streets of one of the city's most ethnically diverse neighborhoods, the marchers gathered for what organizers said was the borough's first gay pride parade.	[[0.126,0.55,0.194,0.093,0.038]]	[0.126,0.55,0.194,0.093,0.038]	negative
4816	Gay couples who want the right to be legally married make news these days, but consider for a moment the more quietly anguished plight of Bill and Elliot, who only want a divorce.	[[0.2,0.618,0.162,0.013,0.007]]	[0.2,0.618,0.162,0.013,0.007]	negative
4817	But these would-be apostles instead chose to heap scorn on 600 million of God's children who are gay and lesbian.	[[0.119,0.618,0.251,0.008,0.004]]	[0.119,0.618,0.251,0.008,0.004]	negative
4818	OUT FOR GOOD The Struggle to Build a Gay Rights Movement in America.	[[0.07,0.439,0.385,0.086,0.02]]	[0.07,0.439,0.385,0.086,0.02]	negative
4819	The Mayor's plan was announced a few days after reports that parade organizers would not allow the Irish Lesbian and Gay Organization permission to march in the parade on March 16.	[[0.099,0.661,0.22,0.015,0.005]]	[0.099,0.661,0.22,0.015,0.005]	negative
4820	This history from a gay-rights perspective maintains persuasively that greater understanding and acceptance of homosexual impulses and behavior have come not from changes in psychological theories but from united action by homosexuals beginning with the 1969 Stonewall confrontations.	[[0.101,0.491,0.235,0.135,0.038]]	[0.101,0.491,0.235,0.135,0.038]	negative
4821	To the Editor: In the debate over the entitlement of gay and lesbian domestic partners to the same benefits available to spouses, it seems to me that questions of equal rights as between gay and straight couples are obscuring the more fundamental question of what rights any couple has in the first place.	[[0.182,0.608,0.187,0.014,0.008]]	[0.182,0.608,0.187,0.014,0.008]	negative
4822	The models were two gay couples who are friends of the artist.	[[0.053,0.382,0.463,0.086,0.016]]	[0.053,0.382,0.463,0.086,0.016]	neutral
4823	Today, gay groups are officially registered and gay newspapers are published under municipal government laws.	[[0.182,0.674,0.132,0.007,0.006]]	[0.182,0.674,0.132,0.007,0.006]	negative
4824	Garland appealed, and continues to appeal, to a heterogeneous audience, not only (or primarily) gay men.	[[0.015,0.031,0.119,0.598,0.237]]	[0.015,0.031,0.119,0.598,0.237]	positive
4825	Everyone, it seems, wants to hear how he was kicked out of Annapolis for being gay just a week before graduation in 1987.	[[0.142,0.66,0.146,0.037,0.016]]	[0.142,0.66,0.146,0.037,0.016]	negative
4826	Gay and lesbian leaders described the election of Mr. Clinton, an advocate of homosexual rights, as a historic moment in the history of gay politics.	[[0.225,0.643,0.112,0.01,0.01]]	[0.225,0.643,0.112,0.01,0.01]	negative
4827	The Government was overruling a decision by organizers of the five-day Harare International Book Fair to allow the small Gay and Lesbian Association to take part.	[[0.081,0.611,0.272,0.028,0.008]]	[0.081,0.611,0.272,0.028,0.008]	negative
4828	In this small city rising out of the cornfields, two new attractions have opened on Main Street in the last year or so: a nightclub and a bookstore, both of them catering to lesbians and gay men.	[[0.132,0.602,0.196,0.053,0.017]]	[0.132,0.602,0.196,0.053,0.017]	negative
4829	Your son is gay and will be vacationing in Borneo with his lover.	[[0.036,0.193,0.519,0.218,0.034]]	[0.036,0.193,0.519,0.218,0.034]	neutral
4830	Can he be so disingenuous as to think that instructing people not to accept others who are gay causes no backlash against them, physical or otherwise?	[[0.206,0.672,0.11,0.007,0.005]]	[0.206,0.672,0.11,0.007,0.005]	negative
4831	As a gay man I do not see the connection, and would consider myself no less a patriot for my orientation than Mr. Barr presumably would for his.	[[0.195,0.611,0.175,0.013,0.006]]	[0.195,0.611,0.175,0.013,0.006]	negative
4832	Just as more gay men and lesbians are openly acknowledging their sexual identities, so too are the growing number of plays and musicals about gay life making that known in their marketing efforts.	[[0.1,0.521,0.189,0.153,0.036]]	[0.1,0.521,0.189,0.153,0.036]	negative
4833	The setting is Gay World, a retrospective theme park that recalls the days when Greenwich Village was a mecca for misfits, a place for tourists to gawk at girlish boys, boyish girls and other exotic species in their natural habitat.	[[0.206,0.641,0.116,0.022,0.015]]	[0.206,0.641,0.116,0.022,0.015]	negative
4834	Barbara and Sal Deldeo of Wilmington, Del., joined the throngs of gay and lesbian people in the Stonewall 25 parade for their son, Thomas Gerald, who died in April after a 10-month battle with AIDS.	[[0.238,0.602,0.138,0.011,0.011]]	[0.238,0.602,0.138,0.011,0.011]	negative
4835	Rand Schrader, a California municipal judge who was a noted advocate of gay causes, died Sunday at Century City Hospital.	[[0.276,0.573,0.089,0.027,0.035]]	[0.276,0.573,0.089,0.027,0.035]	negative
4836	Proceeds are to benefit the cultural, health and social programs of the Lesbian and Gay Community Services in New York, which helps more than 250,000 people a year.	[[0.118,0.456,0.252,0.126,0.047]]	[0.118,0.456,0.252,0.126,0.047]	negative
4837	Paradise ain't cheap,'' said Jordan Thaler, 37, a casting director and one of dozens who came to the Lesbian and Gay Community Center on West 13th Street last week looking for a Fire Island share.	[[0.322,0.504,0.149,0.013,0.012]]	[0.322,0.504,0.149,0.013,0.012]	negative
4838	Everyone at the Center will miss Irving more than words can say, and we are forever indebted to him for sharing a vision and spirit that lights our path to a brighter tomorrow for future generations of lesbian, gay, bisexual and transgender people.	[[0.337,0.56,0.092,0.004,0.007]]	[0.337,0.56,0.092,0.004,0.007]	negative
4839	Thomas K. Duane and Liz J. Abzug, the two gay candidates competing to represent the City Council from the Third District, were startled to find themselves campaigning outside the same subway entrance in Greenwich Village early last Friday morning.	[[0.286,0.572,0.125,0.007,0.009]]	[0.286,0.572,0.125,0.007,0.009]	negative
4840	Mr. Vawter, a longtime New York actor who now has AIDS, seeks to examine the very nature of homosexual identity in America in "Roy Cohn/Jack Smith," his Performance Garage show about two notable gay men who were both AIDS casualties of the 1980's.	[[0.077,0.341,0.275,0.239,0.067]]	[0.077,0.341,0.275,0.239,0.067]	negative
4841	The Soho district is the center of gay London.	[[0.051,0.419,0.41,0.102,0.017]]	[0.051,0.419,0.41,0.102,0.017]	negative
4842	The bill, signed Thursday, had passed the Alabama Legislature without opposition in response to the furor surrounding a gay student group's drive for recognition at Auburn University.	[[0.33,0.505,0.126,0.017,0.022]]	[0.33,0.505,0.126,0.017,0.022]	negative
4843	I was celibate for 13 years instead of being gay!	[[0.082,0.367,0.314,0.191,0.046]]	[0.082,0.367,0.314,0.191,0.046]	negative
4844	The 25-year-old Advocate is the largest national gay and lesbian magazine.	[[0.156,0.647,0.149,0.032,0.016]]	[0.156,0.647,0.149,0.032,0.016]	negative
4845	But the fact remains that his survey of the needs and wishes of dozens of local gay and lesbian groups, and his outreach to community leaders of all kinds formed the basis for establishing the center, which occupies space at 1 Long Wharf Drive, close to the section of waterfront that had become known for gay cruising.	[[0.093,0.621,0.263,0.017,0.006]]	[0.093,0.621,0.263,0.017,0.006]	negative
4846	British Airways, in its first consumer advertising and promotion aimed at the gay and lesbian market, has signed a multiyear deal to sponsor the Rainbow Card, a Visa affinity credit card, and the annual Rainbow Card Leadership Award presented by Do Tell Inc. in Conshohocken, Pa., which operates the Rainbow Card.	[[0.753,0.213,0.026,0.001,0.007]]	[0.753,0.213,0.026,0.001,0.007]	very negative
4847	To the Editor: "Are Some People Born Gay?"	[[0.047,0.534,0.385,0.029,0.005]]	[0.047,0.534,0.385,0.029,0.005]	negative
4848	President Clinton met with leaders of gay and lesbian groups today, the first time that such groups have been openly welcomed to the Oval Office.	[[0.258,0.572,0.119,0.027,0.024]]	[0.258,0.572,0.119,0.027,0.024]	negative
4849	Honoring a boycott of Colorado by gay-rights groups and others, the National Association of Hispanic Journalists voted over the weekend not to hold its annual convention in Denver.	[[0.178,0.665,0.134,0.013,0.01]]	[0.178,0.665,0.134,0.013,0.01]	negative
4850	Three weekly newspapers widely read by American military personnel have rejected an advertisement praising gay soldiers in the Persian Gulf war because the publisher said the armed forces had no homosexuals, the American Civil Liberties Union said today.	[[0.407,0.5,0.081,0.004,0.008]]	[0.407,0.5,0.081,0.004,0.008]	negative
4851	The stereotypical shadows of our two Babes, Ruth and Didrikson, two big, tough, crude, jock icons, seem ed to be growing shorter these days as the David Cone case briefly flared, St. John's University did the right thing, and Mayor Dinkins inched ever closer to declaring New York the next capital of gay and lesbian athletics.	[[0.857,0.122,0.015,0.0,0.006]]	[0.857,0.122,0.015,0.0,0.006]	very negative
4852	Beth Simchat Torah, with 1,100 members, is the largest gay and lesbian congregation in the country, and the AIDS epidemic has taken a devastating toll.	[[0.545,0.406,0.04,0.002,0.007]]	[0.545,0.406,0.04,0.002,0.007]	very negative
4853	With controversy swirling about Aspen, Colo., like so many snowflakes, some people are looking beyond the holidays, wondering what will happen to Gay Ski Week, an annual event at the resort for about 18 years.	[[0.198,0.558,0.22,0.015,0.009]]	[0.198,0.558,0.22,0.015,0.009]	negative
4854	Such mean-spiritedness (certainly out of step with Christ's teachings) only adds to the difficulty that gay and lesbian teen-agers experience as they try to discover and affirm their identity in a homophobic society.	[[0.186,0.62,0.158,0.02,0.016]]	[0.186,0.62,0.158,0.02,0.016]	negative
4855	In loving memory of a true champion and pioneer in the struggle for lesbian and gay civil rights.	[[0.002,0.004,0.04,0.844,0.11]]	[0.002,0.004,0.04,0.844,0.11]	positive
4856	Yet the Empire State Pride Agenda Foundation is regarding the allocations to 11 community groups as a historic acknowledgment by an administration in Albany that the needs of gay men and lesbians extend well beyond AIDS.	[[0.188,0.598,0.194,0.013,0.006]]	[0.188,0.598,0.194,0.013,0.006]	negative
4857	Some 25 years ago, Copy was a Navy ensign whose courage in challenging the Military's anti-gay policy resulted in a Pentagon order to grant honorable discharges to all past and future service members kicked out for being lesbian or gay.	[[0.148,0.691,0.149,0.008,0.004]]	[0.148,0.691,0.149,0.008,0.004]	negative
4858	I wonder if there is a connection between the anti-gay climate in Lewiston, Me., (Scott's hometown), as evidenced by the defeat of a gay rights ordinance last year, and Scott's suicide.	[[0.169,0.602,0.185,0.032,0.012]]	[0.169,0.602,0.185,0.032,0.012]	negative
4859	In this city where the Rangers, who normally skate on ice, now walk on water, where the Gay Games and the World Cup are about to begin and where the Knicks keep stepping up, no mere railroad strike could lay siege to celebration.	[[0.417,0.407,0.122,0.037,0.018]]	[0.417,0.407,0.122,0.037,0.018]	very negative
4860	1 NAME CALLING ON CAPITOL HILL The House Majority Leader, Dick Armey, used an anti-gay slur to refer to Representative Barney Frank, one of several openly homosexual members of Congress.	[[0.393,0.525,0.068,0.005,0.01]]	[0.393,0.525,0.068,0.005,0.01]	negative
4861	To the Editor: Last year the Alabama Supreme Court declared that lesbian and gay parents can lose custody of their children more easily than nongay parents.	[[0.108,0.577,0.265,0.037,0.012]]	[0.108,0.577,0.265,0.037,0.012]	negative
4862	A group of advocates of equal rights for gay Americans criticized a police officer's defense lawyer yesterday for suggesting that Abner Louima's injuries were caused by an act of consensual sex with another man, and not by an act of police brutality.	[[0.123,0.629,0.21,0.027,0.011]]	[0.123,0.629,0.21,0.027,0.011]	negative
4863	His decision to make himself known as the first openly gay member of the New York Stock Exchange, in 1994, still causes Walter B. Schubert to shudder. ''	[[0.087,0.486,0.28,0.118,0.029]]	[0.087,0.486,0.28,0.118,0.029]	negative
4864	Lesbian Gay Pride March: Begins at Columbus Circle at 12:30 P.M. today, heads across Central Park South, down Fifth Avenue to Washington Square Park, west on Waverly Place and Christopher Street to Hudson Street.	[[0.549,0.364,0.064,0.006,0.017]]	[0.549,0.364,0.064,0.006,0.017]	very negative
4865	Screenings of international documentary and non-narrative gay films and videos, including works by Peter Adair, Sadie Benning, Su Friedrich, Marlon Riggs, Jennie Livingston, Pratibha Parmar and Andy Warhol.	[[0.502,0.38,0.091,0.009,0.018]]	[0.502,0.38,0.091,0.009,0.018]	very negative
4866	WALKING AFTER MIDNIGHT Gay Men's Life Stories.	[[0.064,0.344,0.406,0.151,0.036]]	[0.064,0.344,0.406,0.151,0.036]	neutral
4867	Two decades ago, when Albert Fabozzi's companion moved to the Lower East Side, Mr. Fabozzi, a gay interior designer who had spent his childhood in Coney Island and, when his parents' fortunes improved, in middle-class Mill Basin, vowed not to set foot in the neighborhood.	[[0.127,0.738,0.121,0.011,0.003]]	[0.127,0.738,0.121,0.011,0.003]	negative
4868	Others, like Marvin Liebman, who was in the special services of the United States Army Air Corps, were identified as gay, having "psychopathic" personalities, and were discharged as undesirable.	[[0.267,0.525,0.161,0.025,0.022]]	[0.267,0.525,0.161,0.025,0.022]	negative
4869	* Ron Antman, a former vice president and creative director at Grey Advertising, New York, and Owen Frager, former president at Frager Creative, Oakland, Calif., opened Ron/Owen & Partners, New York, an agency specializing in campaigns for mainstream advertisers aimed at gay and lesbian consumers.	[[0.346,0.529,0.094,0.015,0.016]]	[0.346,0.529,0.094,0.015,0.016]	negative
4870	The board of the National Gay and Lesbian Task Force recently adopted a resolution stating that capital punishment was not a deterrent and that it would not reduce hate crimes.	[[0.256,0.574,0.151,0.011,0.009]]	[0.256,0.574,0.151,0.011,0.009]	negative
4871	Mr. Diaz, the leader of the Christian Community Church in the Bronx and an important political supporter of Mayor Rudolph Giuliani, recently used his column in the Spanish-language newspaper Impato to attack the upcoming Gay and Lesbian Olympic Games scheduled for June in the city.	[[0.145,0.466,0.275,0.085,0.029]]	[0.145,0.466,0.275,0.085,0.029]	negative
4872	William L. Johnson, an international tax lawyer whose lawsuit led Trans World Airlines to open its frequent-flier program to gay and lesbian couples, died yesterday at his home in Manhattan.	[[0.242,0.621,0.083,0.026,0.027]]	[0.242,0.621,0.083,0.026,0.027]	negative
4873	LEAD: Coming Out Under Fire The History of Gay Men and Women in World War II By Allan Berube Illustrated.	[[0.077,0.398,0.332,0.155,0.039]]	[0.077,0.398,0.332,0.155,0.039]	negative
4874	This, essentially, was Tony Kushner's Thanksgiving as he mulled the future of his two-part, seven-hour opus, "Angels in America: A Gay Fantasia on National Themes," while shuttling among New York City; Dusseldorf, Germany (where the Royal National Theater's production of "Millennium Approaches," Part 1 of "Angels," played four performances), and Los Angeles, where "Angels" has been extended through Sunday at the Mark Taper Forum.	[[0.199,0.545,0.239,0.011,0.007]]	[0.199,0.545,0.239,0.011,0.007]	negative
4875	Saying that the administration of the waiting list for groups wanting to march in the parade "remains a mystery," Judge Rosemarie Maldonado agreed with a lawyer for the Irish Lesbian and Gay Organization, R. Paul Wickes, who said that testimony from earlier in the day showed "the flexible way in which the waiting list has been administered."	[[0.216,0.58,0.162,0.025,0.017]]	[0.216,0.58,0.162,0.025,0.017]	negative
4876	The tour, run by a nonprofit London organization called Kairos in Soho, offers a glimpse of the lives of gay men and lesbians as well as an overview of the events that led to Britain's partial decriminalization of homosexual acts in 1967.	[[0.26,0.555,0.136,0.027,0.023]]	[0.26,0.555,0.136,0.027,0.023]	negative
4877	When the women of "Dykes on Bikes" rev up their motorcycles on Sunday, they will lead off the city's largest gay event, the Lesbian and Gay Pride March.	[[0.125,0.674,0.179,0.016,0.006]]	[0.125,0.674,0.179,0.016,0.006]	negative
4878	The first time I saw ''Burning Habits'' -- with its gay vampires, catatonic bartenders and nuns who swear like sailors -- was at a bar off Avenue A. Every Monday night for eight weeks a new episode was presented as the audience, which had paid $5 a head, drank beer or vodka tonics and strained to see the actors, who performed without benefit of a stage.	[[0.302,0.499,0.166,0.019,0.014]]	[0.302,0.499,0.166,0.019,0.014]	negative
4879	To the Editor: Re your Feb. 12 news article on the changed climate for gay rights on Capitol Hill: Richard L. Tafel of the Log Cabin Republicans claims no one in the gay movement visited Congressional Republicans before he did.	[[0.155,0.634,0.195,0.01,0.006]]	[0.155,0.634,0.195,0.01,0.006]	negative
4880	To the Editor: Re "Gay Advertising Campaign on TV Draws Wrath of Conservatives" (news article, Nov. 12): Parents, Families and Friends of Lesbians and Gays, or P-Flag, has produced two 30-second public service ads for which it is seeking to buy broadcast time.	[[0.268,0.542,0.173,0.01,0.007]]	[0.268,0.542,0.173,0.01,0.007]	negative
4881	In the realm of performance art, the way is being led by Pomo Afro Homos, a San Francisco troupe whose pieces explore black gay identity with a mixture of biting humor and campy playfulness.	[[0.027,0.095,0.117,0.638,0.123]]	[0.027,0.095,0.117,0.638,0.123]	positive
4882	And while he advocates Christian compassion and understanding for gay men and women, Mr. Campolo said, he finds homosexual behavior contrary to Scripture.	[[0.062,0.582,0.216,0.125,0.016]]	[0.062,0.582,0.216,0.125,0.016]	negative
4883	Last year, Senior Action in a Gay Environment, known as SAGE, celebrated Cole Porter; this year it is to be Lorenz Hart who will receive the accolades at a musical tribute Monday evening at the Promenade Theater, Broadway and 76th Street.	[[0.135,0.739,0.095,0.024,0.006]]	[0.135,0.739,0.095,0.024,0.006]	negative
4884	SO it's 1999 and you're gay.	[[0.014,0.057,0.23,0.627,0.072]]	[0.014,0.057,0.23,0.627,0.072]	positive
4885	She is well known on the comedy circuit, particularly in gay clubs, for her act, which focuses largely on lesbian themes.	[[0.001,0.001,0.038,0.768,0.192]]	[0.001,0.001,0.038,0.768,0.192]	positive
4886	The girls felt "gay" was a little too male-ish, "lesbian" a bit harsh-sounding.	[[0.12,0.595,0.216,0.055,0.015]]	[0.12,0.595,0.216,0.055,0.015]	negative
4887	Memorial service Saturday May 16, 2-5PM at the Lesbian and Gay Community Center, 208 West 13th Street, New York City.	[[0.302,0.64,0.051,0.003,0.004]]	[0.302,0.64,0.051,0.003,0.004]	negative
4888	Mothers from Bay Ridge and gay men from Manhattan, doctors treating AIDS and patients suffering from the disease, rabbis and priests, parents and students all came to the Board of Education yesterday to plead, reason, shout and harangue on a question that has divided many in New York: Should the city's high schools provide condoms to their students?	[[0.4,0.484,0.107,0.003,0.006]]	[0.4,0.484,0.107,0.003,0.006]	negative
4889	Or, in an argument gaining momentum these days, should gay and lesbian characters, like heterosexuals, simply be absorbed into scripts with a minimum of patronizing fuss?	[[0.024,0.189,0.782,0.004,0.001]]	[0.024,0.189,0.782,0.004,0.001]	neutral
4890	Your cover story on Ireland misrepresented the circumstances surrounding her coming out in the Dec. 17 issue of The Advocate, the national gay-and-lesbian news magazine.	[[0.115,0.755,0.11,0.016,0.005]]	[0.115,0.755,0.11,0.016,0.005]	negative
4891	Rather, they said, it was simply a tactical decision in the long-running court battle between the armed services and gay and civil rights groups over the Pentagon's policy on homosexuality.	[[0.25,0.688,0.041,0.01,0.011]]	[0.25,0.688,0.041,0.01,0.011]	negative
4892	People who attended the meeting at a private club in midtown Manhattan said by telephone that Mr. D'Amato, a Republican who is seeking his fourth term this year, had asked to meet with the groups because he felt that his record on gay rights was deeply misunderstood.	[[0.137,0.604,0.203,0.041,0.016]]	[0.137,0.604,0.203,0.041,0.016]	negative
4893	So, Bernie Knowllinger said, he thought local residents would welcome his plan to open a gay bar, Saints, on the corner.	[[0.121,0.377,0.156,0.263,0.082]]	[0.121,0.377,0.156,0.263,0.082]	negative
4894	To the Editor: One of the more annoying aspects of mainstream news coverage of the ''gay conversion'' issue, including your Aug. 13 profile of Janet L. Folger, the architect of the recent ''ex-gay'' advertising campaign, is the implied opposition between Christians on the one hand and lesbians and gay men on the other.	[[0.204,0.58,0.191,0.016,0.009]]	[0.204,0.58,0.191,0.016,0.009]	negative
4895	In a decision hailed by gay rights advocates, a state court judge today allowed two gay men to jointly adopt a 2-year-old boy they had cared for as foster parents since he was 3 months old.	[[0.124,0.633,0.211,0.024,0.008]]	[0.124,0.633,0.211,0.024,0.008]	negative
4896	This conservative city of big churches and Sunday morning traffic jams is home these days to the nation's largest predominantly gay and lesbian congregation.	[[0.1,0.71,0.147,0.035,0.008]]	[0.1,0.71,0.147,0.035,0.008]	negative
4897	On Thursday Ms. Podlodowski resigned, offended, she said, by the White House announcement a day before that if a Republican bill that would deny Federal recognition of gay marriages reached the President's desk, he would sign it.	[[0.4,0.436,0.136,0.011,0.016]]	[0.4,0.436,0.136,0.011,0.016]	negative
4898	Gay in the old sense of the word was in, taking prideful center stage and even jostling aside the pain of homophobia and the age of AIDS.	[[0.159,0.663,0.151,0.017,0.009]]	[0.159,0.663,0.151,0.017,0.009]	negative
