id	context	predictions	aggregatedPredictions	category
143	hat such a rebuff to the homosexual community of New York could have occurred in this city, with its important gay community, attests to the power of an extreme moralism that flies in the face of reason and equity.	[[0.136,0.558,0.184,0.089,0.033]]	[0.136,0.558,0.184,0.089,0.033]	negative
144	LEAD: Chanting slogans and waving photographs and signs, a hundred or more artists and advocates of gay rights demonstrated today at the Corcoran Gallery of Art to protest the cancellation of an exhibition of Robert Mapplethorpe's work.	[[0.233,0.529,0.214,0.014,0.01]]	[0.233,0.529,0.214,0.014,0.01]	negative
145	The meeting, the First International Lesbian/Gay Health Conference, brought more than 700 people - physicians, psychologists, social workers, physical therapists, physicians' aides, nurses, students and homosexual activists, from the United States and a dozen foreign countries - to New York University's Loeb Student Center. ''	[[0.416,0.422,0.132,0.012,0.018]]	[0.416,0.422,0.132,0.012,0.018]	negative
146	Many homosexuals also shrilly condemned my book for much the same but flip-side reasons: hysterical homosexualism and homosexual paranoia, inflamed because I wrote honestly about the massive numbers of gays in the vanguard of Nazism up to the 1934 Blood Purge, when Hitler launched his bloody solution to the ''homosexual problem.''	[[0.131,0.644,0.209,0.01,0.005]]	[0.131,0.644,0.209,0.01,0.005]	negative
147	David Norris, a founding member and chairman of Irish Gay Rights, said he would continue his battle to legalize homosexuality here. ''	[[0.049,0.276,0.421,0.213,0.041]]	[0.049,0.276,0.421,0.213,0.041]	neutral
148	Its general attitude and specific language endanger both the emotional and physical safety of the entire gay community.	[[0.017,0.077,0.404,0.447,0.054]]	[0.017,0.077,0.404,0.447,0.054]	positive
149	The Vatican letter, stating that ''irrational and violent reactions'' to lesbians and gay men increase as the gay community seeks to secure its basic civil rights, falls just short of tacitly endorsing homophobic violence.	[[0.284,0.562,0.134,0.012,0.009]]	[0.284,0.562,0.134,0.012,0.009]	negative
150	LEAD: An outbreak of gonorrhea among homosexual men in Seattle could indicate that some gay men are abandoning sex practices that protect against the transmission of the AIDS virus, health officials have warned.	[[0.228,0.623,0.132,0.009,0.008]]	[0.228,0.623,0.132,0.009,0.008]	negative
151	LEAD: Violence against gay men and lesbians continues to be ''alarmingly widespread,'' a national organization said yesterday in a report outlining more than 7,200 incidents of violence and verbal harassment against homosexuals around the country last year.	[[0.153,0.548,0.255,0.029,0.014]]	[0.153,0.548,0.255,0.029,0.014]	negative
152	THE Justice Department's conclusion that Section 504 of the Rehabilitation Act of 1973 does not prohibit discrimination based on actual or perceived capacity to transmit AIDS to others has been assailed as legally or medically flawed, mean-spirited, and antagonistic toward the gay community.	[[0.516,0.339,0.122,0.012,0.012]]	[0.516,0.339,0.122,0.012,0.012]	very negative
153	LEAD: Two Yale police officers disciplined for their handling of a confrontation at a gay studies conference were made scapegoats to appease the gay community, the Yale police union asserted Tuesday.	[[0.175,0.678,0.125,0.013,0.01]]	[0.175,0.678,0.125,0.013,0.01]	negative
154	Gay rights advocates said it was the latest incident in a trend of increasing violence against people perceived to be homosexual.	[[0.14,0.58,0.208,0.051,0.022]]	[0.14,0.58,0.208,0.051,0.022]	negative
155	The suit, by the Coalition for Lesbian and Gay Rights, challenges the constitutionality of rules that empower local health officials to close bathhouses, bars and other businesses where high-risk sex - defined as oral or anal intercourse - takes place.	[[0.137,0.551,0.229,0.058,0.025]]	[0.137,0.551,0.229,0.058,0.025]	negative
156	But this segment of the market is not necessarily congruent with the out-of-thecloset gays, and certainly not with those who have fought and struggled for the application of the American Constitution to the gay community.	[[0.116,0.665,0.183,0.027,0.009]]	[0.116,0.665,0.183,0.027,0.009]	negative
157	The City Health Department said yesterday that the director of the Gay and Lesbian Health Concerns Program is resigning.	[[0.071,0.542,0.314,0.061,0.012]]	[0.071,0.542,0.314,0.061,0.012]	negative
158	The annual dinner of the Harvey Milk Gay Democratic Club, one of this city's most powerful political groups, usually draws a large turnout of local political luminaries.	[[0.007,0.01,0.039,0.546,0.398]]	[0.007,0.01,0.039,0.546,0.398]	positive
159	THE second volume of Peter Gay's projected five-volume survey of middle-class culture in the 19th century is a less tidy affair than its predecessor.	[[0.108,0.585,0.243,0.049,0.015]]	[0.108,0.585,0.243,0.049,0.015]	negative
160	LEAD: A symposium on New York City gay and lesbian history and culture will be held Nov. 17 at the City University Graduate Center auditorium (lower level) at 33 West 42d Street.	[[0.154,0.559,0.224,0.043,0.02]]	[0.154,0.559,0.224,0.043,0.02]	negative
161	For the gay rights movement, this is our Dred Scott case,'' he said referring to the 1857 Supreme Court ruling upholding slavery in which blacks were held not to be citizens.	[[0.156,0.63,0.18,0.023,0.011]]	[0.156,0.63,0.18,0.023,0.011]	negative
162	A FORMER waitress from Chicago named Merle sings: ''Oh, tell me sweet Jesus, I'd really like to know, Will there be gay people in heaven, And if there's not, Who in the hell wants to go?''	[[0.109,0.765,0.117,0.006,0.003]]	[0.109,0.765,0.117,0.006,0.003]	negative
163	The group is the Gay Men's Health Crisis, a volunteer agency begun last year to provide information and support services for victims of Acquired Immune Deficiency Syndrome (AIDS).	[[0.291,0.629,0.064,0.009,0.007]]	[0.291,0.629,0.064,0.009,0.007]	negative
164	The New Hampshire Civil Liberties Union, asked for help by both the Gay Students Association and The Review, a conservative weekly newspaper published independently, is in a quandary.	[[0.087,0.662,0.225,0.02,0.006]]	[0.087,0.662,0.225,0.02,0.006]	negative
165	I'm, therefore, wistfully aware that simple logistics prohibit me from taking part in the two-day gay block party in New Orleans or the gay Mississippi River boat cruise in Minneapolis or even the Fireman's Ball sponsored by Black and White Men Together, in Houston.	[[0.236,0.641,0.098,0.015,0.009]]	[0.236,0.641,0.098,0.015,0.009]	negative
166	The outcome is uncertain, but two things are clear: The Moral Majority will stop at nothing to make scapegoats of gay people, and the gay community is becoming more united as a result.	[[0.326,0.543,0.103,0.012,0.016]]	[0.326,0.543,0.103,0.012,0.016]	negative
167	The Episcopal Church, most mainline Protestant denominations and many Jewish groups stand strongly behind the gay community on the issue of gay rights.	[[0.215,0.512,0.12,0.089,0.063]]	[0.215,0.512,0.12,0.089,0.063]	negative
168	That was the message at a session of the ''Workshop for Families of Gay People: Are You Still Their Family?''	[[0.036,0.433,0.518,0.01,0.002]]	[0.036,0.433,0.518,0.01,0.002]	neutral
169	In this climate, nothing less than extending civil rights laws to cover gays will end the political and moral outrages coming into view.	[[0.086,0.541,0.24,0.11,0.023]]	[0.086,0.541,0.24,0.11,0.023]	negative
170	LEAD: John Cardinal O'Connor, who is often the target of gay protesters himself, yesterday condemned recent beatings of homosexuals as stupid, ignorant and malicious, saying that those who perpetuate violence against homosexuals ''are doing violence against Christ Himself.''	[[0.305,0.489,0.174,0.02,0.011]]	[0.305,0.489,0.174,0.02,0.011]	negative
171	Still, there are quarters in which homosexuals encounter hostility, and many men and women continue to lead what they describe as double lives, ''gay'' at home and ''straight'' on the job.	[[0.066,0.215,0.183,0.432,0.104]]	[0.066,0.215,0.183,0.432,0.104]	positive
172	One speaker at the International March and Conference for Lesbian and Gay Freedom was Sonia Johnson, who was excommunicated by the Mormon Church for her outspoken feminist views and now is the Presidential candidate for the Citizens Party.	[[0.264,0.594,0.11,0.016,0.016]]	[0.264,0.594,0.11,0.016,0.016]	negative
173	LEAD: Peter Scott, a champion of gay rights who canceled a campaign for the California Assembly after learning that he had AIDS, died of complications from the disease at his home here on Saturday.	[[0.222,0.526,0.225,0.016,0.01]]	[0.222,0.526,0.225,0.016,0.01]	negative
174	LEAD: One of the nation's first centers for homosexual studies held its inaugural conference at Yale University Friday and today, a reaction to an article in The Wall Street Journal calling Yale ''a gay school.''	[[0.123,0.573,0.24,0.047,0.017]]	[0.123,0.573,0.24,0.047,0.017]	negative
175	We did this as an openly gay couple,'' Mr. Babets said last week.	[[0.062,0.561,0.304,0.062,0.011]]	[0.062,0.561,0.304,0.062,0.011]	negative
176	LEAD: Bishop John S. Spong, head of the Episcopal Diocese of Newark, ordained an openly gay man as a priest yesterday, over the strong protests of traditionalist Episcopal Church bishops and members who argued that the ordination would disregard Christian moral standards.	[[0.201,0.538,0.232,0.017,0.011]]	[0.201,0.538,0.232,0.017,0.011]	negative
177	LEAD: In a demonstration reminiscent of the civil rights marches of the 1960's, 200,000 people, gay Americans and a diverse coalition of their supporters, marched here today, calling for more Federal money for AIDS research and treatment and for an end to discrimination against homosexuals.	[[0.322,0.535,0.093,0.025,0.025]]	[0.322,0.535,0.093,0.025,0.025]	negative
178	The lesbian and the gay,'' the Rev. Jesse Jackson was telling the assembled thousands at the climax of the 1984 political season, were part of the '	[[0.064,0.564,0.294,0.067,0.012]]	[0.064,0.564,0.294,0.067,0.012]	negative
179	Last May the governing executive committee of Yale University put a sophomore on two years' probation for drawing and distributing a poster that satirized Yale's annual Gay and Lesbian Awareness Days.	[[0.077,0.651,0.23,0.035,0.007]]	[0.077,0.651,0.23,0.035,0.007]	negative
180	LEAD: New York City's leading gay newspaper, the Native, will endorse Gov. Michael S. Dukakis of Massachusetts in next week's issue, arguing that he is the most electable Democratic Presidential candidate.	[[0.479,0.414,0.084,0.008,0.015]]	[0.479,0.414,0.084,0.008,0.015]	very negative
181	So far this month, I have read from my books at the Gay American Arts Festival in New York City and at the Walt Whitman Bookshop in San Francisco, attended the New York premiere of the San Francisco Gay Men's Chorus, addressed a rally at the San Jose Gay Pride Celebration, and rooted for the contestants in a gay tricycle race benefitting the S.P.C.A. and a gay dog show sponsored by the Sisters of Perpetual Indulgence, an ''order of gay male nuns dedicated to the expiation of guilt,'' as it describes itself.	[[0.146,0.67,0.144,0.03,0.009]]	[0.146,0.67,0.144,0.03,0.009]	negative
182	This is another body blow to the gay community, which is already deeply shaken by the AIDS epidemic.	[[0.251,0.613,0.119,0.009,0.008]]	[0.251,0.613,0.119,0.009,0.008]	negative
183	The New York City Board of Education is operating the school in conjunction with the Institute for the Protection of Lesbian and Gay Youth.	[[0.094,0.666,0.213,0.021,0.007]]	[0.094,0.666,0.213,0.021,0.007]	negative
184	LEAD: With the number of AIDS victims increasing faster than the money available to help them, some minority and gay groups serving neighborhoods hit by the disease now find themselves battling for the same government dollars.	[[0.139,0.539,0.275,0.032,0.015]]	[0.139,0.539,0.275,0.032,0.015]	negative
185	LEAD: A provocative argument that the wrong culprit has been cited as the cause of AIDS is almost universally rejected by AIDS scientists, but it is gaining attention in the gay press and other publications and has even piqued the interest of a White House official.	[[0.075,0.301,0.297,0.257,0.07]]	[0.075,0.301,0.297,0.257,0.07]	negative
186	Frank Mann was one of the first politicians, but far from the last, to discover that the Gay Political Caucus has very quickly become a major political force in this city, whose image is so often associated with the Wild West.	[[0.134,0.631,0.191,0.032,0.013]]	[0.134,0.631,0.191,0.032,0.013]	negative
187	The case involved a Mexican writer, Juan Jacobo Hernandez, 43 years old, who was invited to be grand marshal of the Lesbian-Gay Freedom Parade in San Francisco on Sunday.	[[0.174,0.507,0.138,0.12,0.06]]	[0.174,0.507,0.138,0.12,0.06]	negative
188	I write out of anger, and of course for anyone who's gay now there's a lot to be angry about.	[[0.078,0.424,0.358,0.115,0.026]]	[0.078,0.424,0.358,0.115,0.026]	negative
189	A few months ago, a concert given by the New York City Gay Men's Chorus seemed to this reviewer to share many of the qualities of an ethnic music concert; it was a celebration of community achievements, tastes and crises.	[[0.008,0.015,0.044,0.719,0.213]]	[0.008,0.015,0.044,0.719,0.213]	positive
190	LEAD: It might have looked like the average fraternity formal, but to the students in tuxedoes and evening gowns at the University of Illinois it was an ''Alternative Prom'' - a dance co-sponsored by the Lesbian and Gay Illini and the Illini Union Board, which organizes university-sponsored events.	[[0.193,0.533,0.231,0.028,0.015]]	[0.193,0.533,0.231,0.028,0.015]	negative
191	Mrs. Messinger, a Manhattan Democrat, spoke to about 500 people at an organizational meeting of the Gay and Lesbian Anti-Defamation League at the Metropolitan-Duane Methodist Church in Greenwich Village.	[[0.185,0.651,0.134,0.017,0.013]]	[0.185,0.651,0.134,0.017,0.013]	negative
192	LEAD: Leaders of gay- and lesbian-rights groups around New York State have expressed outrage over comments made last week by Peter L. Broderick, the Niagara County District Attorney, who called homosexuals ''queers'' and ''sick people'' and said they ought not to receive special consideration when they are victims of bias-related crimes.	[[0.156,0.544,0.265,0.023,0.012]]	[0.156,0.544,0.265,0.023,0.012]	negative
193	The symposium is sponsored by the faculty Committee for Lesbian and Gay Studies at the school and will include a lecture on ''Creating Cul-tural Legacies'' and talks on the his-tory of lesbians in Cherry Grove, Fire Island, and of relations between the state and New York City gay bars.	[[0.289,0.586,0.112,0.006,0.006]]	[0.289,0.586,0.112,0.006,0.006]	negative
194	At a news conference on the steps of St. Patrick's Cathedral at Fifth Avenue and 50th Street, spokesmen for the Coalition for Lesbian and Gay Rights accused Cardinal O'Connor of conducting ''an all-out war'' against the bill.	[[0.202,0.603,0.177,0.011,0.007]]	[0.202,0.603,0.177,0.011,0.007]	negative
195	A hammer-wielding vandal caused extensive damage to Stanford University's Gay Liberation statue, the campus police said today.	[[0.132,0.702,0.134,0.021,0.011]]	[0.132,0.702,0.134,0.021,0.011]	negative
196	To the Editor: The Vatican letter to Roman Catholic bishops about homosexuality (news story, Oct. 31) is a document that may do much to alter the environment encountered by lesbians and gay men throughout this country and around the world.	[[0.113,0.674,0.187,0.019,0.007]]	[0.113,0.674,0.187,0.019,0.007]	negative
197	By Peter Gay.	[[0.002,0.012,0.888,0.097,0.002]]	[0.002,0.012,0.888,0.097,0.002]	neutral
198	Outside a group of gay and feminist demonstrators shouted, ''Pope go home.''	[[0.115,0.587,0.228,0.053,0.017]]	[0.115,0.587,0.228,0.053,0.017]	negative
199	On one recent afternoon, 11 Manila file folders were lined up neatly on a glass table in Mark Senak's office at the Gay Men's Health Crisis.	[[0.073,0.607,0.256,0.056,0.009]]	[0.073,0.607,0.256,0.056,0.009]	negative
200	A Yale University student who was disciplined earlier this year for violating university regulations by distributing a poster satirizing the university's annual Gay and Lesbian Awareness Days was cleared in a rehearing of the case yesterday.	[[0.096,0.657,0.206,0.031,0.01]]	[0.096,0.657,0.206,0.031,0.01]	negative
201	A coalition of 18 police fraternal, religious and ethnic organizations, known as the Brotherhood-in-Action Police Group, said yesterday that it would not grant membership to the Gay Officers Action League.	[[0.203,0.487,0.179,0.076,0.055]]	[0.203,0.487,0.179,0.076,0.055]	negative
202	The American Legion has run the parade since 1923, and in recent years, with court backing, excluded the Gay Veterans Alliance, which has 200 members nationwide.	[[0.258,0.591,0.093,0.034,0.023]]	[0.258,0.591,0.093,0.034,0.023]	negative
203	About 100 men and women, chanting ''Fight AIDS, Not Gays'' and carrying signs like ''1935 - Juden Verboten, 1985 - Homosexuals Verboten,'' protested outside after a man suffering from the disease was handcuffed and taken into custody as he tried to enter the building.	[[0.33,0.53,0.121,0.01,0.008]]	[0.33,0.53,0.121,0.01,0.008]	negative
204	The gay-rights bill, of which I am principal author, would protect not only homosexuals, but all New Yorkers - homosexual and heterosexual alike - from persecution based on ''sexual orientation,'' a matter of individual choice.	[[0.259,0.623,0.091,0.012,0.015]]	[0.259,0.623,0.091,0.012,0.015]	negative
205	Because there is no governmental involvement in it, she held, the legion may properly permit other groups, such as the Catholic or Jewish War Veterans, to march, but bar members of the Gay Veterans Association. ''	[[0.249,0.509,0.198,0.028,0.016]]	[0.249,0.509,0.198,0.028,0.016]	negative
206	LEAD: The United States Supreme Court yesterday let stand rulings that upheld the right of homosexual Roman Catholics to rally in front of St. Patrick's Cathedral during the annual Gay Pride Parade, despite police warnings of potential violence.	[[0.124,0.516,0.276,0.06,0.023]]	[0.124,0.516,0.276,0.06,0.023]	negative
207	ALIENATED AFFECTIONS Being Gay in America.	[[0.049,0.222,0.377,0.29,0.062]]	[0.049,0.222,0.377,0.29,0.062]	neutral
208	More than two years after this medical crisis became generally recognized, the Administration still has not presented to the public a comprehensive plan of attack,'' Virginia M. Apuzzo, executive director of the National Gay Task Force, told a House Government Operations subcommittee looking into the Federal response to the disease.	[[0.542,0.285,0.155,0.006,0.012]]	[0.542,0.285,0.155,0.006,0.012]	very negative
209	LEAD: Perry J. Watkins made it no secret that he was gay when he was drafted in 1967, but the Army said he could be discharged only after homosexual activity was proved.	[[0.119,0.527,0.298,0.04,0.016]]	[0.119,0.527,0.298,0.04,0.016]	negative
210	LEAD: Manhattan Borough President David N. Dinkins yesterday accepted the endorsement of two gay political groups in his race for the Democratic mayoral nomination, saying he would fight for legal recognition of gay and lesbian domestic partnerships.	[[0.14,0.638,0.2,0.015,0.007]]	[0.14,0.638,0.2,0.015,0.007]	negative
211	A vigil in New York coincided with the second annual convention of the Federation of Parents and Friends of Lesbians and Gays, which ends tonight in Manhattan.	[[0.17,0.632,0.164,0.023,0.012]]	[0.17,0.632,0.164,0.023,0.012]	negative
212	LEAD: As a writer and member of the gay community, and as a person diagnosed with AIDS, I am deeply ashamed of David Leavitt and his belated apology for not becoming involved in the fight against AIDS until now, until 1989, when ACT-UP became famous and it suddenly became fashionable to join the club (''The Way I Live Now,'' July 9).	[[0.177,0.584,0.192,0.029,0.018]]	[0.177,0.584,0.192,0.029,0.018]	negative
213	A young man circled a table in the East Village one recent afternoon, approaching and then retreating from the stacks of AIDS literature offered by the Gays Men's Health Crisis. ''	[[0.04,0.375,0.535,0.043,0.007]]	[0.04,0.375,0.535,0.043,0.007]	neutral
214	Tens of thousands of people followed a lavender stripe down Fifth Avenue yesterday as they cheered, chanted and danced in the 16th annual Lesbian/ Gay Pride Day parade.	[[0.085,0.344,0.248,0.247,0.077]]	[0.085,0.344,0.248,0.247,0.077]	negative
215	As a gay male, I was offended at Theodore White's trivializing our role in the changing political scene.	[[0.177,0.675,0.128,0.014,0.006]]	[0.177,0.675,0.128,0.014,0.006]	negative
216	Can a gay be a Young Fogy?	[[0.004,0.082,0.882,0.031,0.001]]	[0.004,0.082,0.882,0.031,0.001]	neutral
217	The yearly Gay Pride March, scheduled for June 26, is only one sign of the broadened awareness of homosexuality and the changes it has brought over the last decade and a half.	[[0.36,0.519,0.091,0.012,0.018]]	[0.36,0.519,0.091,0.012,0.018]	negative
218	LEAD: President Reagan plans to appoint Dr. Frank Lilly, a former member of the board of the Gay Men's Health Crisis organization in New York, to serve on his advisory panel on the AIDS epidemic, Government officials said today.	[[0.29,0.574,0.124,0.005,0.006]]	[0.29,0.574,0.124,0.005,0.006]	negative
219	He was a respected person in the black community and the gay community.	[[0.017,0.099,0.243,0.59,0.051]]	[0.017,0.099,0.243,0.59,0.051]	positive
220	The annual Gay and Lesbian Pride March coursed through Manhattan yesterday in a buoyant celebration by tens of thousands of participants.	[[0.02,0.067,0.163,0.602,0.147]]	[0.02,0.067,0.163,0.602,0.147]	positive
221	LEAD: Today, when the ''Center Show'' opens at the Lesbian and Gay Community Services Center in Greenwich Village, the drab three-story building will be transformed by art.	[[0.211,0.598,0.164,0.015,0.012]]	[0.211,0.598,0.164,0.015,0.012]	negative
222	Sometimes she tells the participants that she has been a volunteer at the Gay Men's Health Crisis for a year and a half, and once in a while she tells them she is a care partner, the increasingly common term for people who accept responsibility for helping a person with AI	[[0.158,0.492,0.229,0.082,0.039]]	[0.158,0.492,0.229,0.082,0.039]	negative
223	LEAD: The AIDS epidemic spread so far because initially no one took it seriously enough: Government, the media, researchers, blood banks and the gay community each found their own reasons to ignore or deny the threat.	[[0.282,0.546,0.152,0.01,0.01]]	[0.282,0.546,0.152,0.01,0.01]	negative
224	LEAD: In an act of planned civil disobedience, 11 gay Catholics were arrested yesterday at St. Patrick's Cathedral when they stood in protest during the priest's homily and then refused either to be seated or to leave the church.	[[0.17,0.586,0.19,0.037,0.018]]	[0.17,0.586,0.19,0.037,0.018]	negative
225	LEAD: Jerry Carlson, conductor of the Gay Men's Chorus of Los Angeles, died of complications from AIDS on Monday at his home here.	[[0.222,0.55,0.201,0.016,0.011]]	[0.222,0.55,0.201,0.016,0.011]	negative
226	Sporting lavender bulldog pins, these Yalies were members of a new organization, Yale Gay and Lesbian Alumni, or Gala.	[[0.16,0.623,0.177,0.024,0.016]]	[0.16,0.623,0.177,0.024,0.016]	negative
227	LEAD: During one of the interviews conducted for ''Common Threads,'' a documentary about the AIDS Memorial Quilt that will be shown at 10 o'clock tonight on Home Box Office, a gay man named Vito Russo compared himself to a soldier in the Vietnam War.	[[0.166,0.536,0.249,0.033,0.016]]	[0.166,0.536,0.249,0.033,0.016]	negative
228	In point of view (summed up by the near-curtain line: ''You show me a happy homosexual and I'll show you a gay corpse''), the play is as psychologically passe as it is dramatically dated.	[[0.145,0.573,0.203,0.06,0.019]]	[0.145,0.573,0.203,0.06,0.019]	negative
229	He wrote on dance and music for The New York Times, The Los Angeles Times, The Washington Post, The Village Voice and The Advocate, a publication devoted to news about the gay community.	[[0.078,0.388,0.203,0.269,0.063]]	[0.078,0.388,0.203,0.269,0.063]	negative
230	This system guarantees representation on the party's standing committees to such subgroups of the national committee as the minority caucuses, the Women's Caucus, the Liberal-Progressive Caucus and the Lesbian and Gay Caucus.	[[0.204,0.668,0.109,0.013,0.006]]	[0.204,0.668,0.109,0.013,0.006]	negative
231	LEAD: A series of letters delivered last week to black, gay and female Darmouth College students demanding that they get off the campus has left students here angry and frightened.	[[0.135,0.604,0.232,0.021,0.009]]	[0.135,0.604,0.232,0.021,0.009]	negative
232	''Gay and Proud,'' a lavender pamphlet, sits in the 58 branches of the Brooklyn Public Library.	[[0.143,0.678,0.151,0.021,0.008]]	[0.143,0.678,0.151,0.021,0.008]	negative
233	The former is a memorably savage satire on gay liberation conformism, while the latter is a grim examination of what might be called gay liberation's aftermath, in the era of acquired immune deficiency syndrome.	[[0.387,0.548,0.055,0.004,0.006]]	[0.387,0.548,0.055,0.004,0.006]	negative
234	It had sex, death, medical intrigue, a host of complex social issues - not the least of which were civil rights and gay life styles - and, by definition, it was going to challenge every taboo known to television.	[[0.18,0.629,0.152,0.024,0.015]]	[0.18,0.629,0.152,0.024,0.015]	negative
235	LEAD: Mabel Hampton, an advocate in the gay rights movement, died of pneumonia Thursday at St. Luke's-Roosevelt Hospital Center.	[[0.274,0.492,0.211,0.013,0.009]]	[0.274,0.492,0.211,0.013,0.009]	negative
236	LEAD: Members of San Francisco's gay community contend that the authorities' response to a slaying here has demonstrated that the American judicial system often devalues the lives of homosexuals.	[[0.093,0.475,0.301,0.1,0.03]]	[0.093,0.475,0.301,0.1,0.03]	negative
237	LEAD: Amid a tide of discrimination against homosexuals caused by the AIDS epidemic, gay men in New York City are beginning to discern a countervailing attitude - a new sense of openness and understanding on the part of some heterosexuals.	[[0.213,0.551,0.204,0.019,0.012]]	[0.213,0.551,0.204,0.019,0.012]	negative
238	To the Editor: Your May 3 editorial ''Amending the Homosexual Rights Law'' sings the praises of Intro 576, an amendment to New York City's gay and lesbian rights law which would explicitly allow landlords in owner-occupied dwellings of up to four units to refuse to rent to gays and lesbians.	[[0.17,0.632,0.182,0.01,0.006]]	[0.17,0.632,0.182,0.01,0.006]	negative
239	LEAD: A sternly worded, three-page letter from the president of Yale has been sent to 2,000 volunteer fund-raisers, rebutting a story in The Wall Street Journal that depicted Yale as ''a gay school.''	[[0.429,0.402,0.132,0.013,0.024]]	[0.429,0.402,0.132,0.013,0.024]	very negative
240	The vast majority of people suffering from acquired immune deficiency syndrome are homosexual men, but ''the heterosexual single male is going to find himself lumped in there,'' Mike Richards, an insurance agent who is a board member of the Dallas Gay Alliance, said in response to the report.	[[0.225,0.593,0.128,0.036,0.018]]	[0.225,0.593,0.128,0.036,0.018]	negative
241	Citing ''an already strong relationship between my administration and gay and lesbian New Yorkers,'' Mr. Koch said Ms.	[[0.037,0.373,0.498,0.08,0.012]]	[0.037,0.373,0.498,0.08,0.012]	neutral
242	What is new for the group, whose members' average age is 17, is raising money for AIDS research and inviting speakers from the Gay Men's Health Crisis and the National Gay Task Force to speak at their school.	[[0.209,0.509,0.16,0.076,0.045]]	[0.209,0.509,0.16,0.076,0.045]	negative
243	Thousands of homosexuals and their supporters, focusing their protests on the Roman Catholic Archdiocese of New York's stand on homosexuals, paraded yesterday in Manhattan with bands, banners and chants of ''Welcome to gay day'' in the 15th annual Gay Pride March.	[[0.119,0.624,0.188,0.049,0.019]]	[0.119,0.624,0.188,0.049,0.019]	negative
244	LEAD: Hundreds of gay men and women deliberately subjected themselves to arrest today by attempting to enter the Supreme Court building to protest a 1986 decision upholding a Georgia sodomy law's enforcement against homosexuals.	[[0.112,0.577,0.268,0.031,0.012]]	[0.112,0.577,0.268,0.031,0.012]	negative
245	Homosexual-rights activists cannot conduct a lengthy demonstration outside St. Patrick's Cathedral during tomorrow's Gay Pride March, a Federal appeals court ruled yesterday.	[[0.118,0.453,0.288,0.111,0.03]]	[0.118,0.453,0.288,0.111,0.03]	negative
246	LEAD: The Evening Hours column on the Style page last Friday misidentified the beneficiary of a party at the Lesbian and Gay Community Services Center on West 13th Street.	[[0.084,0.482,0.364,0.053,0.017]]	[0.084,0.482,0.364,0.053,0.017]	negative
247	It also gave an incorrect address for the Gay Community Services Center, where the Governor spoke.	[[0.27,0.56,0.158,0.007,0.005]]	[0.27,0.56,0.158,0.007,0.005]	negative
248	LEAD: For as long as anyone can remember, this old fishing village and artists' colony on the tip of Cape Cod has been a haven for gay men and women, a place that has prided itself as an island of tolerance in an often hostile world.	[[0.238,0.51,0.209,0.028,0.015]]	[0.238,0.51,0.209,0.028,0.015]	negative
249	I caught your speech at the Gay Fathers Club,'' says a bearded man in a Yankees cap who claps Mr. Rothenberg on the back. ''	[[0.103,0.542,0.31,0.033,0.011]]	[0.103,0.542,0.31,0.033,0.011]	negative
250	LEAD: A study of gay and bisexual men in New York has found that reducing the number of sexual partners or becoming monogamous does not significantly decrease the risk of contracting the AIDS virus.	[[0.122,0.491,0.3,0.064,0.024]]	[0.122,0.491,0.3,0.064,0.024]	negative
251	I suppose I could pass up Denver's fabled gay beer bust, if it didn't mean missing the music of the 100-member Gay and Lesbian Community Center Kazoo Band.	[[0.175,0.607,0.165,0.038,0.015]]	[0.175,0.607,0.165,0.038,0.015]	negative
252	LEAD: In what gay rights advocates hailed as the first unions of their kind in the world, six homosexual couples were legally joined today in ''registered partnerships'' that gave them most rights of married heterosexuals, but not the right to adopt or obtain joint custody of a child.	[[0.334,0.514,0.136,0.007,0.009]]	[0.334,0.514,0.136,0.007,0.009]	negative
253	Mr. Bauman, speaking at a special seminar nearby, said, ''I am here to express my unqualified support for Federal legislation extending civil rights protection to the 20 million gay and lesbian Americans who are my brothers and sisters.''	[[0.316,0.509,0.143,0.016,0.016]]	[0.316,0.509,0.143,0.016,0.016]	negative
254	The judge, Justice Helen E. Freedman of State Supreme Court in Manhattan, held that ''a gay life partner has the same right as a family member to a vacancy lease under the rent stabilization law.''	[[0.273,0.614,0.087,0.012,0.015]]	[0.273,0.614,0.087,0.012,0.015]	negative
255	LEAD: A FLURRY of recent studies have confirmed what many gay-rights groups say they already knew: Harassment and crimes against homosexuals are increasing.	[[0.164,0.599,0.169,0.042,0.026]]	[0.164,0.599,0.169,0.042,0.026]	negative
256	The chairman, Senator Manfred Ohrenstein of Manhattan, the State Senate majority leader, said he acted with ''deep personal regret'' after Mr. Glenn had ''called into question his otherwise superb record on civil and human rights by engaging in a prolonged debate on lesbian and gay rights.''	[[0.149,0.511,0.186,0.101,0.053]]	[0.149,0.511,0.186,0.101,0.053]	negative
257	LEAD: DURING this century, a few lonely voices -not all of them gay males - have created landmark fiction about the homosexual experience.	[[0.039,0.174,0.317,0.394,0.076]]	[0.039,0.174,0.317,0.394,0.076]	positive
258	In his law office downtown, Stephen W. Roberts, a former Republican state chairman, thought about it and said he only knew of one friend in his whole acquaintance who was ''openly gay.'' ''	[[0.066,0.698,0.212,0.021,0.004]]	[0.066,0.698,0.212,0.021,0.004]	negative
259	LEAD: Gov. Michael S. Dukakis was sharply questioned and at one point was hissed in an appearance before members of a gay rights political coalition here today.	[[0.374,0.498,0.103,0.009,0.015]]	[0.374,0.498,0.103,0.009,0.015]	negative
